Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC_out,Electricity
1,1,0,0,0,5.6,2.1,0,5.6,0,0,91.05239681
1,1,1,0,0,5.6,2.6,0,5.6,0,0,88.96027138
1,1,2,0,0,5,2.1,0,5,0,0,87.29005009
1,1,3,0,0,6.1,2.1,0,6.1,0,0,85.88102841
1,1,4,0,0,6.1,2.1,0,6.1,0,0,91.63729065
1,1,5,0,0,6.1,2.1,0,6.1,0,0,90.2967409
1,1,6,0,0,6.1,2.1,0,6.1,0,0,128.2878185
1,1,7,1,8,6.1,0,7.967,2.247,2633.763,638.073,133.6925006
1,1,8,91,47,6.7,1.5,84.566,6.945,26235.143,23781.811,163.7066283
1,1,9,824,29,9.4,2.1,484.496,20.799,142991.531,137476.313,143.561528
1,1,10,901,53,12.2,0,685.182,39.024,190083.438,182957.578,182.6185971
1,1,11,938,72,13.9,1.5,818.749,37.7,230391,221715,212.319707
1,1,12,958,79,16.1,3.6,873.346,35.887,248401.906,238982.094,223.1453811
1,1,13,708,170,16.7,3.6,762.16,34.175,218514.016,210311.219,222.7373773
1,1,14,156,261,17.2,2.1,404.074,28.556,119144.945,114362.977,220.996403
1,1,15,12,179,17.2,1.5,195.241,22.55,59365.133,56177.883,217.2367648
1,1,16,24,70,16.7,2.1,84.835,17.765,26067.639,23617.746,217.597803
1,1,17,7,7,14.4,0,8.194,11.914,2478.587,485.726,195.5803869
1,1,18,0,0,12.2,1.5,0,12.2,0,0,199.1714874
1,1,19,0,0,11.1,1.5,0,11.1,0,0,178.0965743
1,1,20,0,0,10.6,0,0,10.6,0,0,167.9221413
1,1,21,0,0,8.9,0,0,8.9,0,0,151.5669721
1,1,22,0,0,8.3,2.6,0,8.3,0,0,93.97130743
1,1,23,0,0,6.7,2.6,0,6.7,0,0,127.3498379
1,2,0,0,0,6.1,2.1,0,6.1,0,0,101.2498544
1,2,1,0,0,5.6,2.1,0,5.6,0,0,92.28546916
1,2,2,0,0,5,3.1,0,5,0,0,91.44425005
1,2,3,0,0,5.6,2.6,0,5.6,0,0,90.68552071
1,2,4,0,0,5,2.1,0,5,0,0,97.15005572
1,2,5,0,0,3.9,0,0,3.9,0,0,95.97374858
1,2,6,0,0,4.4,0,0,4.4,0,0,145.5038551
1,2,7,53,8,4.4,0,18.768,1.011,5173.285,3130.957,152.332206
1,2,8,551,36,7.8,0,246.1,15.467,69327.008,65898.172,222.1285045
1,2,9,659,54,10.6,0,429.655,27.319,123465.57,118554.859,252.6127996
1,2,10,618,120,12.2,0,576.728,35.186,163491.156,157301.359,245.2057515
1,2,11,873,97,14.4,2.6,803.646,34.141,230237.156,221567.359,275.9596148
1,2,12,689,188,15.6,0,788.013,47.198,211756.531,203816.844,261.8281775
1,2,13,388,274,16.1,0,619.915,42.469,170753.406,164314.797,263.1139037
1,2,14,596,202,17.2,1.5,653.626,36.191,184761.422,177828.406,261.7667044
1,2,15,186,160,16.7,2.6,283.115,23.964,84422.516,80609.18,258.049401
1,2,16,21,89,15.6,4.1,103.767,16.958,32121.229,29545.311,255.7861389
1,2,17,3,6,13.9,0,6.381,11.566,1982.167,0,259.1622907
1,2,18,0,0,12.2,3.1,0,12.2,0,0,257.0220262
1,2,19,0,0,10.6,0,0,10.6,0,0,244.6177048
1,2,20,0,0,10,0,0,10,0,0,216.299472
1,2,21,0,0,9.4,0,0,9.4,0,0,154.954551
1,2,22,0,0,8.9,0,0,8.9,0,0,99.33787028
1,2,23,0,0,8.3,1.5,0,8.3,0,0,132.4827431
1,3,0,0,0,7.8,2.1,0,7.8,0,0,104.777719
1,3,1,0,0,6.7,1.5,0,6.7,0,0,95.92085697
1,3,2,0,0,6.7,2.6,0,6.7,0,0,95.53289957
1,3,3,0,0,6.1,0,0,6.1,0,0,95.21007659
1,3,4,0,0,5.6,0,0,5.6,0,0,119.8238988
1,3,5,0,0,5,1.5,0,5,0,0,119.7519219
1,3,6,0,0,5,2.1,0,5,0,0,171.1407424
1,3,7,55,4,5,0,15.256,1.425,3947.47,1927.732,174.5501246
1,3,8,543,41,6.1,2.6,250.42,10.681,72304.25,68801.336,235.4761661
1,3,9,745,46,8.9,4.1,462.499,17.972,138542.328,133168.125,264.760894
1,3,10,786,92,11.1,3.1,656.784,26.22,194175.875,186899.844,259.0038343
1,3,11,759,128,12.8,2.1,754.588,32.892,217601.828,209434.813,285.37617
1,3,12,769,133,15,0,794.377,46.57,214102.781,206072.234,271.385141
1,3,13,489,193,15.6,0,616.013,41.922,170022.578,163609.25,269.3222997
1,3,14,20,217,15.6,0,236.249,28.264,69963.773,66519.172,263.9200692
1,3,15,0,113,15.6,1.5,112.02,17.804,34858.453,32224.383,260.7001412
1,3,16,0,38,15,2.1,36.052,14.414,11391.45,9232.273,258.7943016
1,3,17,0,3,14.4,2.1,2.835,12.623,902.869,0,267.7756746
1,3,18,0,0,13.3,0,0,13.3,0,0,267.4702551
1,3,19,0,0,13.3,3.1,0,13.3,0,0,246.8165636
1,3,20,0,0,12.2,1.5,0,12.2,0,0,219.3292661
1,3,21,0,0,11.1,0,0,11.1,0,0,158.4249599
1,3,22,0,0,11.1,0,0,11.1,0,0,108.926008
1,3,23,0,0,10,2.1,0,10,0,0,140.6276689
1,4,0,0,0,10,1.5,0,10,0,0,112.0379958
1,4,1,0,0,10,0,0,10,0,0,102.4530549
1,4,2,0,0,10,0,0,10,0,0,100.5619298
1,4,3,0,0,10.6,3.1,0,10.6,0,0,98.88990908
1,4,4,0,0,10.6,3.1,0,10.6,0,0,104.3022948
1,4,5,0,0,10,4.1,0,10,0,0,102.5130502
1,4,6,0,0,10,3.1,0,10,0,0,150.2822336
1,4,7,0,8,9.4,0,7.759,5.559,2548.786,554.645,156.1146288
1,4,8,0,59,10,0,59.725,8.558,19366.42,17051.871,228.0733033
1,4,9,16,133,10,0,143.521,13.721,45374.418,42510.137,258.6202111
1,4,10,1,118,13.3,3.6,115.307,14.662,36390.426,33723.484,251.9816357
1,4,11,60,305,15,1.5,381.986,24.586,115111.336,110447.914,278.8473437
1,4,12,409,233,17.2,1.5,600.462,33.884,172763.563,166255.188,262.0724073
1,4,13,411,245,18.3,1.5,604.842,35.861,172207.953,165718.906,258.7415553
1,4,14,69,218,18.9,0,282.305,32.916,81624.914,77884.516,254.0097729
1,4,15,47,173,19.4,0,215.737,28.469,63584.965,60296.559,251.2954619
1,4,16,10,85,18.9,0,93.823,22.538,28433.199,25934.484,251.0025594
1,4,17,0,5,17.8,0,4.727,15.457,1486.718,0,260.1607824
1,4,18,0,0,16.1,2.1,0,16.1,0,0,261.4884586
1,4,19,0,0,15,0,0,15,0,0,251.7097044
1,4,20,0,0,14.4,1.5,0,14.4,0,0,225.2731506
1,4,21,0,0,13.9,0,0,13.9,0,0,163.6670248
1,4,22,0,0,12.8,0,0,12.8,0,0,108.9152785
1,4,23,0,0,12.8,2.1,0,12.8,0,0,140.2342566
1,5,0,0,0,12.2,1.5,0,12.2,0,0,111.8240215
1,5,1,0,0,11.7,2.6,0,11.7,0,0,101.4322381
1,5,2,0,0,11.1,1.5,0,11.1,0,0,98.97693085
1,5,3,0,0,11.1,1.5,0,11.1,0,0,96.78136917
1,5,4,0,0,11.1,4.1,0,11.1,0,0,101.5541145
1,5,5,0,0,11.1,3.1,0,11.1,0,0,99.14591191
1,5,6,0,0,11.7,4.6,0,11.7,0,0,148.422495
1,5,7,0,3,10.6,2.1,2.91,8.629,943.158,0,153.5263266
1,5,8,0,18,11.1,2.6,17.043,9.642,5500.117,3451.741,224.006695
1,5,9,0,32,11.1,3.1,30.333,10.099,9769.779,7641.44,253.3786531
1,5,10,0,71,11.7,2.6,67.451,11.644,21577.174,19218.459,243.5830305
1,5,11,0,76,12.8,2.6,72.234,12.998,22968.9,20582.135,270.4737068
1,5,12,0,189,13.9,0,187.213,19.737,57745.148,54596.27,251.3453124
1,5,13,0,200,14.4,3.1,199.685,18.004,62081.672,58829.5,246.1411315
1,5,14,0,143,13.9,3.6,140.608,15.985,44116.168,41280,239.1051752
1,5,15,0,79,13.9,1.5,75.834,14.583,23943.443,21536.926,234.1364868
1,5,16,0,23,13.9,1.5,21.787,12.663,6938.021,4862.913,232.1776594
1,5,17,0,5,13.9,1.5,4.727,11.909,1510.421,0,240.4108265
1,5,18,0,0,13.3,1.5,0,13.3,0,0,241.7221775
1,5,19,0,0,12.8,2.1,0,12.8,0,0,225.4475008
1,5,20,0,0,13.3,2.1,0,13.3,0,0,200.0688692
1,5,21,0,0,13.3,3.1,0,13.3,0,0,142.6969512
1,5,22,0,0,12.2,1.5,0,12.2,0,0,87.6365659
1,5,23,0,0,11.1,3.1,0,11.1,0,0,121.5413395
1,6,0,0,0,10.6,0,0,10.6,0,0,91.67843948
1,6,1,0,0,10.6,0,0,10.6,0,0,83.42951054
1,6,2,0,0,10,0,0,10,0,0,82.26253801
1,6,3,0,0,9.4,0,0,9.4,0,0,81.20943342
1,6,4,0,0,9.4,0,0,9.4,0,0,102.6741777
1,6,5,0,0,8.9,0,0,8.9,0,0,102.1479155
1,6,6,0,0,8.3,0,0,8.3,0,0,152.7370978
1,6,7,7,8,8.3,2.1,9.189,6.457,2862.919,863.046,148.4330348
1,6,8,31,64,8.3,3.1,80.052,8.46,25495.721,23057.551,209.6748806
1,6,9,1,128,8.9,2.1,129.672,10.69,41648.945,38867.449,235.1555057
1,6,10,356,242,11.1,2.1,524.3,23.67,157711.188,151715.734,226.5607616
1,6,11,683,169,13.3,2.6,741.025,31.439,215312.75,207235.156,256.5736393
1,6,12,693,181,14.4,3.1,787.047,33.101,227167.516,218621.297,238.9681189
1,6,13,670,193,15.6,2.1,760.43,36.116,216050.578,207944.219,236.950076
1,6,14,587,195,16.7,1.5,644.164,35.955,182380.891,175533.234,234.595743
1,6,15,561,155,16.1,1.5,499.965,31.017,142848.203,137337.578,231.8763753
1,6,16,255,82,15.6,0,195.535,25.842,55302.664,52211.156,231.0870982
1,6,17,44,5,14.4,0,18.402,14.677,4945.68,2907.557,239.2804208
1,6,18,0,0,12.8,1.5,0,12.8,0,0,241.2264429
1,6,19,0,0,11.7,0,0,11.7,0,0,217.0087128
1,6,20,0,0,11.1,0,0,11.1,0,0,189.8640085
1,6,21,0,0,10.6,2.1,0,10.6,0,0,135.434858
1,6,22,0,0,10,2.6,0,10,0,0,85.62730628
1,6,23,0,0,8.9,2.1,0,8.9,0,0,120.0071527
1,7,0,0,0,8.3,0,0,8.3,0,0,88.00073
1,7,1,0,0,8.3,2.6,0,8.3,0,0,79.88780517
1,7,2,0,0,7.8,0,0,7.8,0,0,79.00857915
1,7,3,0,0,7.8,1.5,0,7.8,0,0,78.27192204
1,7,4,0,0,7.2,2.1,0,7.2,0,0,84.20682824
1,7,5,0,0,6.7,2.1,0,6.7,0,0,83.26686848
1,7,6,0,0,6.7,2.1,0,6.7,0,0,121.7049265
1,7,7,1,7,6.7,2.1,6.992,4.818,2283.627,294.318,124.0860335
1,7,8,55,65,7.8,2.6,89.671,8.196,28281.17,25785.609,180.8693113
1,7,9,515,87,9.4,3.1,390.436,17.318,118087.578,113336.844,200.328111
1,7,10,529,147,11.1,2.6,542.055,24.085,162246.656,156098.969,228.322305
1,7,11,638,187,13.3,2.1,723.771,32.246,209524.734,201670.953,259.5562898
1,7,12,464,257,14.4,0,674.289,42.179,186123.172,179141.078,242.2364531
1,7,13,457,264,16.1,1.5,664.837,35.631,189524.109,182418.641,241.0004134
1,7,14,452,188,17.2,2.6,542.937,30.848,157741.391,151744.938,236.5577197
1,7,15,386,149,17.2,2.1,390.313,27.512,113754.625,109130.727,232.2371153
1,7,16,27,77,16.1,2.1,93.544,18.053,28714.389,26209.834,232.0664831
1,7,17,0,9,14.4,2.1,8.518,12.98,2708.844,711.785,236.8673133
1,7,18,0,0,13.3,1.5,0,13.3,0,0,228.2855411
1,7,19,0,0,12.2,1.5,0,12.2,0,0,179.4934341
1,7,20,0,0,11.7,1.5,0,11.7,0,0,166.7884014
1,7,21,0,0,10.6,1.5,0,10.6,0,0,124.5983402
1,7,22,0,0,9.4,1.5,0,9.4,0,0,81.81022507
1,7,23,0,0,8.9,2.1,0,8.9,0,0,116.4869041
1,8,0,0,0,7.8,1.5,0,7.8,0,0,86.55714598
1,8,1,0,0,7.2,1.5,0,7.2,0,0,78.70240173
1,8,2,0,0,6.7,3.1,0,6.7,0,0,77.93652711
1,8,3,0,0,6.1,2.6,0,6.1,0,0,77.37491591
1,8,4,0,0,6.1,3.1,0,6.1,0,0,83.63576506
1,8,5,0,0,6.1,3.1,0,6.1,0,0,82.84956234
1,8,6,0,0,5.6,3.1,0,5.6,0,0,121.2549334
1,8,7,23,6,5.6,3.6,10.479,4.09,2985.842,983.724,124.3273551
1,8,8,291,60,6.7,3.1,180.225,9.313,53807.824,50751.141,152.4296317
1,8,9,424,121,8.3,3.1,376.447,16.125,114991.258,110331.344,126.0690124
1,8,10,562,151,11.1,0,569.286,33.523,162856.125,156687.828,162.5804219
1,8,11,665,174,13.3,2.1,733.149,32.567,211888.641,203943.844,193.8812945
1,8,12,679,165,14.4,2.1,760.563,34.808,217700.984,209530.078,203.0116895
1,8,13,632,170,15,2.1,709.867,34.195,203623.344,195994.406,201.5445683
1,8,14,570,173,15.6,1.5,610.343,33.8,174655.172,168080.766,198.5179153
1,8,15,382,147,16.1,2.1,386.39,26.536,113160.438,108553.789,195.4184739
1,8,16,188,82,15.6,2.1,170.7,19.613,50199.398,47225.887,195.5684356
1,8,17,9,6,13.9,2.1,8.096,12.727,2400.011,408.583,173.3129125
1,8,18,0,0,13.3,2.6,0,13.3,0,0,185.1262079
1,8,19,0,0,12.2,2.1,0,12.2,0,0,164.9088488
1,8,20,0,0,11.1,0,0,11.1,0,0,155.6639079
1,8,21,0,0,10.6,0,0,10.6,0,0,140.6655947
1,8,22,0,0,9.4,0,0,9.4,0,0,83.1841156
1,8,23,0,0,8.9,1.5,0,8.9,0,0,117.7461307
1,9,0,0,0,8.9,2.1,0,8.9,0,0,89.54849939
1,9,1,0,0,7.8,2.1,0,7.8,0,0,81.74268805
1,9,2,0,0,7.8,2.1,0,7.8,0,0,80.81979602
1,9,3,0,0,6.7,0,0,6.7,0,0,80.05133217
1,9,4,0,0,6.1,2.6,0,6.1,0,0,85.97166058
1,9,5,0,0,5.6,3.1,0,5.6,0,0,95.97137656
1,9,6,0,0,5.6,2.6,0,5.6,0,0,135.7711217
1,9,7,33,6,5.6,2.6,12.479,3.948,3440.365,1429.929,138.8062329
1,9,8,373,53,6.7,3.6,201.212,9.691,59233.148,56049.031,208.9653063
1,9,9,576,72,8.9,3.1,406.134,17.486,122449.625,117569.352,237.0043602
1,9,10,745,98,10.6,2.6,639.324,26.027,189266.906,182170.813,229.6213105
1,9,11,772,128,12.8,1.5,767.658,35.124,218999.938,210778.047,261.4983913
1,9,12,775,136,14.4,2.1,807.931,36.094,229751.719,221101.547,244.085591
1,9,13,782,131,16.1,0,787.325,47.66,210821.813,202918.156,240.2977092
1,9,14,735,127,16.7,2.1,680.453,35.176,193178.203,185938.922,235.4528453
1,9,15,634,100,16.7,2.1,487.127,29.948,139497.828,134093.5,233.4664977
1,9,16,284,78,16.7,1.5,207.709,22.744,59515.75,56324.914,233.469368
1,9,17,60,3,15,0,18.766,15.374,4735.23,2700.991,238.3406534
1,9,18,0,0,13.3,0,0,13.3,0,0,244.6365608
1,9,19,0,0,12.2,2.1,0,12.2,0,0,232.9852888
1,9,20,0,0,11.1,0,0,11.1,0,0,207.2027241
1,9,21,0,0,9.4,1.5,0,9.4,0,0,148.6167554
1,9,22,0,0,9.4,1.5,0,9.4,0,0,93.79752218
1,9,23,0,0,9.4,2.1,0,9.4,0,0,127.1597114
1,10,0,0,0,8.9,2.1,0,8.9,0,0,98.09739124
1,10,1,0,0,7.8,1.5,0,7.8,0,0,89.87025829
1,10,2,0,0,7.2,1.5,0,7.2,0,0,89.07669361
1,10,3,0,0,6.7,1.5,0,6.7,0,0,88.49058697
1,10,4,0,0,6.1,2.1,0,6.1,0,0,110.5430208
1,10,5,0,0,6.1,3.1,0,6.1,0,0,110.4999091
1,10,6,0,0,5.6,3.1,0,5.6,0,0,161.9835753
1,10,7,44,5,5.6,4.6,13.693,4.378,3605.684,1592.219,161.5826675
1,10,8,434,55,6.7,3.1,224.104,10.396,65476.895,62142.57,221.6915433
1,10,9,656,65,9.4,3.1,440.848,18.869,131863.219,126697.07,248.3863195
1,10,10,708,114,12.2,2.6,632.435,27.515,186004.594,179026.781,237.3467137
1,10,11,683,165,15,1.5,739.102,36.427,209589.141,201732.891,267.3652137
1,10,12,801,144,16.7,1.5,839.275,41.079,232780.516,224007.641,250.5763884
1,10,13,824,126,18.9,1.5,816.333,42.9,224062.75,215640.594,249.147922
1,10,14,805,124,18.9,1.5,728.291,40.504,201306.313,193764.734,245.5406656
1,10,15,487,128,20,1.5,433.377,33.295,122583.852,117699.555,243.7023181
1,10,16,124,101,19.4,2.6,166.084,23.138,48842.781,45900.211,244.8086378
1,10,17,43,10,17.8,2.1,21.719,17.071,5950.327,3893.603,253.3562381
1,10,18,0,0,15.6,1.5,0,15.6,0,0,260.4140407
1,10,19,0,0,13.3,2.1,0,13.3,0,0,240.5786731
1,10,20,0,0,12.8,1.5,0,12.8,0,0,213.9536658
1,10,21,0,0,11.7,1.5,0,11.7,0,0,153.9910267
1,10,22,0,0,11.1,0,0,11.1,0,0,104.4625667
1,10,23,0,0,10.6,0,0,10.6,0,0,136.4227213
1,11,0,0,0,9.4,0,0,9.4,0,0,106.8162624
1,11,1,0,0,9.4,0,0,9.4,0,0,97.5772653
1,11,2,0,0,9.4,2.1,0,9.4,0,0,95.46934666
1,11,3,0,0,8.9,3.1,0,8.9,0,0,93.68874918
1,11,4,0,0,8.9,3.1,0,8.9,0,0,98.73862853
1,11,5,0,0,9.4,4.1,0,9.4,0,0,97.14007185
1,11,6,0,0,10,4.1,0,10,0,0,146.5027039
1,11,7,0,4,10,3.6,3.879,8.43,1258.635,0,153.0690923
1,11,8,0,53,10.6,3.6,52.541,10.134,16919.729,14653.507,221.8105366
1,11,9,0,97,11.7,3.6,94.881,12.353,30256.93,27720.203,248.113836
1,11,10,2,195,12.2,3.6,198.584,15.358,62476.16,59214.5,243.495094
1,11,11,47,308,13.9,3.6,373.993,21.31,114456.094,109811.781,273.7469612
1,11,12,99,326,15.6,2.1,437.717,26.627,130647.227,125518.492,257.0876298
1,11,13,108,287,16.1,3.6,396.399,24.552,119429.078,114638.703,255.7710324
1,11,14,2,216,17.2,3.1,221.074,21.87,67517.242,64133.016,250.6626957
1,11,15,22,179,16.7,1.5,198.065,21.387,60498.836,57284.578,249.5225141
1,11,16,22,94,16.7,0,107.333,20.631,32688.246,30100.342,250.7396607
1,11,17,20,12,15.6,0,17.211,13.974,5057.306,3017.121,254.2963972
1,11,18,0,0,13.9,1,0,13.9,0,0,257.1479098
1,11,19,0,0,12.8,2.1,0,12.8,0,0,244.2852487
1,11,20,0,0,11.7,2.1,0,11.7,0,0,216.6258789
1,11,21,0,0,11.1,2.6,0,11.1,0,0,156.0484653
1,11,22,0,0,10,0,0,10,0,0,101.3235646
1,11,23,0,0,8.9,2.1,0,8.9,0,0,133.5199562
1,12,0,0,0,7.8,1.5,0,7.8,0,0,104.0367884
1,12,1,0,0,7.2,2.1,0,7.2,0,0,94.80992097
1,12,2,0,0,7.2,2.1,0,7.2,0,0,92.72117204
1,12,3,0,0,6.1,1.5,0,6.1,0,0,90.90613309
1,12,4,0,0,6.1,3.1,0,6.1,0,0,95.86820347
1,12,5,0,0,5,0,0,5,0,0,94.13824849
1,12,6,0,0,5.6,2.1,0,5.6,0,0,143.7753954
1,12,7,63,3,5.6,1.5,15.471,3.733,3806.594,1789.443,148.9397593
1,12,8,523,36,8.3,1.5,232.401,13.095,65982.172,62635.527,217.9375502
1,12,9,758,33,11.1,2.6,451.727,21.399,132959.234,127759.242,247.2460657
1,12,10,861,62,13.9,2.1,670.722,31.204,193502.391,186251.188,238.7091498
1,12,11,867,90,16.7,1.5,797.241,39.732,222211.844,213863.188,270.315913
1,12,12,906,91,18.9,2.6,863.266,40.456,240142.047,231067.266,256.2187828
1,12,13,927,90,20,3.6,856.473,39.402,239264.578,230226.063,256.841655
1,12,14,887,93,20.6,2.6,751.921,39.643,208676.875,200855.609,254.003289
1,12,15,811,73,21.1,2.1,560.531,36.334,155284.406,149369.578,250.8375564
1,12,16,445,69,20.6,2.1,262.059,27.613,72427.336,68921.344,250.6870496
1,12,17,110,2,18.9,2.1,27.693,18.684,6476.679,4410.17,255.2371066
1,12,18,0,0,16.7,2.6,0,16.7,0,0,258.2573583
1,12,19,0,0,13.9,2.1,0,13.9,0,0,243.9290937
1,12,20,0,0,12.8,1.5,0,12.8,0,0,216.2294829
1,12,21,0,0,12.2,1.5,0,12.2,0,0,156.069269
1,12,22,0,0,10.6,2.1,0,10.6,0,0,101.5042396
1,12,23,0,0,9.4,0,0,9.4,0,0,133.7197012
1,13,0,0,0,8.9,0,0,8.9,0,0,104.3329723
1,13,1,0,0,8.3,0,0,8.3,0,0,95.08449043
1,13,2,0,0,7.8,0,0,7.8,0,0,93.26103652
1,13,3,0,0,6.7,0,0,6.7,0,0,91.75030008
1,13,4,0,0,6.1,0,0,6.1,0,0,112.7386305
1,13,5,0,0,5.6,0,0,5.6,0,0,111.6749358
1,13,6,0,0,6.1,1.5,0,6.1,0,0,161.7658807
1,13,7,113,9,9.4,0,31.17,7.098,7844.727,5752.66,160.1394589
1,13,8,618,28,9.4,0,253.714,17.549,69904.188,66461.055,219.4414316
1,13,9,821,42,11.7,0,497.139,30.797,140064,134641.781,246.888559
1,13,10,910,54,14.4,0,695.266,41.486,190562.406,183419.047,240.5519265
1,13,11,954,61,17.2,2.6,826.322,37.691,232632.109,223865.281,272.8728706
1,13,12,941,80,18.3,3.1,874.386,39.044,244969.609,235693.984,257.6811196
1,13,13,888,115,20,2.1,855.466,42.928,234798.391,225943.297,257.1063092
1,13,14,790,134,20,2.6,733.774,38.632,204887.016,197210.234,253.4390143
1,13,15,429,139,20,2.6,415.436,30.707,119303.461,114516.805,248.5383986
1,13,16,263,84,18.9,4.6,203.564,22.482,58704.73,55533.152,247.8074077
1,13,17,109,22,16.7,2.6,55.259,16.936,15160.838,12928.997,253.6026371
1,13,18,0,0,15,3.1,0,15,0,0,255.5279046
1,13,19,0,0,13.3,2.1,0,13.3,0,0,234.4268392
1,13,20,0,0,12.2,1.5,0,12.2,0,0,207.6268177
1,13,21,0,0,11.1,2.6,0,11.1,0,0,149.4219798
1,13,22,0,0,10.6,2.1,0,10.6,0,0,99.65925819
1,13,23,0,0,8.9,2.1,0,8.9,0,0,131.7971582
1,14,0,0,0,8.3,1.5,0,8.3,0,0,100.0883956
1,14,1,0,0,7.8,0,0,7.8,0,0,90.99518011
1,14,2,0,0,7.2,0,0,7.2,0,0,89.19177379
1,14,3,0,0,6.1,0,0,6.1,0,0,87.60019883
1,14,4,0,0,6.7,2.1,0,6.7,0,0,92.90702849
1,14,5,0,0,5,0,0,5,0,0,91.48599089
1,14,6,0,0,5.6,0,0,5.6,0,0,129.1689858
1,14,7,76,11,5.6,2.1,25.702,4.362,6902.648,4828.201,134.4533544
1,14,8,532,35,7.8,1.5,234.101,12.69,66497.586,63138.352,190.048519
1,14,9,767,53,11.7,0,485.071,30.221,137280.531,131945.969,210.2220553
1,14,10,863,68,15.6,2.6,680.477,32.115,195505.625,188180.453,236.9136453
1,14,11,914,77,17.8,2.1,815.208,39.276,227734.109,219165.156,268.7005552
1,14,12,933,80,18.9,2.1,869.305,42.047,239883.234,230819.172,252.9934055
1,14,13,927,78,20.6,2.6,840.101,41.736,231949.984,223210.859,251.5932382
1,14,14,888,70,21.7,1.5,725.002,43.173,197612.063,190208.672,247.8853699
1,14,15,805,57,21.7,2.6,542.517,35.421,150973.906,145200.891,244.4380486
1,14,16,620,40,21.7,2.1,300.762,29.663,81102.727,77375.859,244.3396809
1,14,17,153,17,18.3,2.1,60.629,19.095,15835.63,13590.635,248.7297608
1,14,18,0,0,16.7,1.5,0,16.7,0,0,236.1853177
1,14,19,0,0,15,2.1,0,15,0,0,190.2829642
1,14,20,0,0,13.9,2.1,0,13.9,0,0,178.8032595
1,14,21,0,0,12.8,2.1,0,12.8,0,0,133.5386324
1,14,22,0,0,11.7,0,0,11.7,0,0,89.93509296
1,14,23,0,0,10.6,1.5,0,10.6,0,0,122.9336576
1,15,0,0,0,10.6,2.1,0,10.6,0,0,93.44685602
1,15,1,0,0,10,2.1,0,10,0,0,85.33234487
1,15,2,0,0,9.4,1.5,0,9.4,0,0,84.24982484
1,15,3,0,0,8.3,3.1,0,8.3,0,0,83.32783716
1,15,4,0,0,10,3.1,0,10,0,0,89.08698192
1,15,5,0,0,10,3.1,0,10,0,0,87.97465198
1,15,6,0,0,9.4,2.1,0,9.4,0,0,125.6690046
1,15,7,1,7,10,3.1,6.986,8.525,2245.121,256.513,129.7276583
1,15,8,2,70,9.4,2.1,73.044,9.364,23571.24,21172.277,158.0571029
1,15,9,13,171,11.7,4.1,184.957,14.346,58366.094,55202.539,132.9208314
1,15,10,35,255,12.8,3.1,289.249,18.537,89602.57,85652.18,169.7194827
1,15,11,22,295,14.4,3.1,322.077,21.188,98651.781,94455.703,202.506211
1,15,12,2,281,16.1,2.6,288.379,22.557,87796.688,83894.375,213.871074
1,15,13,0,228,16.7,3.1,228.929,21.279,70112.766,66664.461,212.4288721
1,15,14,0,203,16.7,0,204.375,24.828,61566.59,58326.785,209.3628551
1,15,15,0,152,17.2,2.1,153.403,20.156,47225.598,44319.676,206.678778
1,15,16,13,73,16.7,2.1,77.941,17.436,24130.318,21720.002,206.758036
1,15,17,0,5,16.1,1.5,4.727,14.415,1493.488,0,183.1654275
1,15,18,0,0,15,1.5,0,15,0,0,194.8666029
1,15,19,0,0,14.4,2.1,0,14.4,0,0,176.7426809
1,15,20,0,0,13.3,2.1,0,13.3,0,0,167.1275044
1,15,21,0,0,12.8,1.5,0,12.8,0,0,150.9320256
1,15,22,0,0,12.8,3.1,0,12.8,0,0,93.20499141
1,15,23,0,0,13.3,4.6,0,13.3,0,0,126.7223436
1,16,0,0,0,11.7,3.1,0,11.7,0,0,98.23356506
1,16,1,0,0,11.7,2.1,0,11.7,0,0,89.52990667
1,16,2,0,0,11.1,1.5,0,11.1,0,0,88.75870378
1,16,3,0,0,10.6,1.5,0,10.6,0,0,88.06872376
1,16,4,0,0,10.6,4.1,0,10.6,0,0,94.67212846
1,16,5,0,0,10.6,3.1,0,10.6,0,0,93.56114893
1,16,6,0,0,10,3.6,0,10,0,0,132.0304926
1,16,7,0,4,10.6,2.6,3.879,8.796,1256.626,0,138.2671581
1,16,8,3,65,10.6,3.1,67.227,10.461,21572.148,19213.533,167.3816593
1,16,9,162,127,12.2,2.6,227.01,16.357,69951.391,66507.094,145.8986862
1,16,10,156,206,12.8,2.1,335.195,20.675,102479.289,98176.883,180.2984359
1,16,11,404,262,14.4,2.1,619.682,30.027,181584.688,174765.484,210.0367929
1,16,12,708,203,16.1,2.1,832.431,37.894,234770.438,225916.484,221.7107109
1,16,13,700,139,16.1,2.1,740.833,36.242,210441.219,202552.219,219.7162048
1,16,14,654,138,17.2,1.5,645.395,36.398,182402.766,175554.328,214.7960849
1,16,15,635,113,17.8,3.1,512.138,29.897,147188.641,141538.641,210.0123219
1,16,16,210,118,16.7,2.6,221.625,22.033,65069.527,61745.121,211.9414757
1,16,17,87,12,15,1.5,37.518,14.898,10139.194,8003.853,189.0218714
