Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC_out,Electricity
1,1,0,0,0,5.6,2.1,0,5.6,0,0,33.57535218
1,1,1,0,0,5.6,2.6,0,5.6,0,0,33.57535218
1,1,2,0,0,5,2.1,0,5,0,0,33.57535218
1,1,3,0,0,6.1,2.1,0,6.1,0,0,33.57535218
1,1,4,0,0,6.1,2.1,0,6.1,0,0,33.57535218
1,1,5,0,0,6.1,2.1,0,6.1,0,0,33.57535218
1,1,6,0,0,6.1,2.1,0,6.1,0,0,33.57535218
1,1,7,1,8,6.1,0,7.967,2.247,752.504,182.307,26.17335218
1,1,8,91,47,6.7,1.5,84.566,6.945,7495.755,6794.803,18.77135218
1,1,9,824,29,9.4,2.1,484.496,20.799,40854.723,39278.949,18.77135218
1,1,10,901,53,12.2,0,685.182,39.024,54309.551,52273.594,23.79420613
1,1,11,938,72,13.9,1.5,818.749,37.7,65826,63347.141,36.88568396
1,1,12,958,79,16.1,3.6,873.346,35.887,70971.969,68280.602,32.78845842
1,1,13,708,170,16.7,3.6,762.16,34.175,62432.578,60088.922,38.8707032
1,1,14,156,261,17.2,2.1,404.074,28.556,34041.414,32675.135,36.92360929
1,1,15,12,179,17.2,1.5,195.241,22.55,16961.467,16050.823,41.7642015
1,1,16,24,70,16.7,2.1,84.835,17.765,7447.896,6747.927,34.04712412
1,1,17,7,7,14.4,0,8.194,11.914,708.168,138.779,28.64068551
1,1,18,0,0,12.2,1.5,0,12.2,0,0,33.57535218
1,1,19,0,0,11.1,1.5,0,11.1,0,0,33.57535218
1,1,20,0,0,10.6,0,0,10.6,0,0,33.57535218
1,1,21,0,0,8.9,0,0,8.9,0,0,33.57535218
1,1,22,0,0,8.3,2.6,0,8.3,0,0,33.57535218
1,1,23,0,0,6.7,2.6,0,6.7,0,0,33.57535218
1,2,0,0,0,6.1,2.1,0,6.1,0,0,38.9361842
1,2,1,0,0,5.6,2.1,0,5.6,0,0,38.9361842
1,2,2,0,0,5,3.1,0,5,0,0,38.9361842
1,2,3,0,0,5.6,2.6,0,5.6,0,0,38.9361842
1,2,4,0,0,5,2.1,0,5,0,0,38.9361842
1,2,5,0,0,3.9,0,0,3.9,0,0,41.61660021
1,2,6,0,0,4.4,0,0,4.4,0,0,106.2854358
1,2,7,53,8,4.4,0,18.768,1.011,1478.082,894.559,111.4961156
1,2,8,551,36,7.8,0,246.1,15.467,19807.717,18828.049,151.4802404
1,2,9,659,54,10.6,0,429.655,27.319,35275.879,33872.816,135.8718203
1,2,10,618,120,12.2,0,576.728,35.186,46711.762,44943.246,130.3960912
1,2,11,873,97,14.4,2.6,803.646,34.141,65782.039,63304.961,134.8563821
1,2,12,689,188,15.6,0,788.013,47.198,60501.867,58233.383,141.265761
1,2,13,388,274,16.1,0,619.915,42.469,48786.688,46947.086,144.986466
1,2,14,596,202,17.2,1.5,653.626,36.191,52788.977,50808.117,141.2535278
1,2,15,186,160,16.7,2.6,283.115,23.964,24120.719,23031.195,137.5552054
1,2,16,21,89,15.6,4.1,103.767,16.958,9177.494,8441.518,139.5721463
1,2,17,3,6,13.9,0,6.381,11.566,566.333,0,134.7513589
1,2,18,0,0,12.2,3.1,0,12.2,0,0,103.8036394
1,2,19,0,0,10.6,0,0,10.6,0,0,104.3924262
1,2,20,0,0,10,0,0,10,0,0,93.25876449
1,2,21,0,0,9.4,0,0,9.4,0,0,94.86140105
1,2,22,0,0,8.9,0,0,8.9,0,0,41.61660021
1,2,23,0,0,8.3,1.5,0,8.3,0,0,38.9361842
1,3,0,0,0,7.8,2.1,0,7.8,0,0,38.9361842
1,3,1,0,0,6.7,1.5,0,6.7,0,0,38.9361842
1,3,2,0,0,6.7,2.6,0,6.7,0,0,38.9361842
1,3,3,0,0,6.1,0,0,6.1,0,0,38.9361842
1,3,4,0,0,5.6,0,0,5.6,0,0,38.9361842
1,3,5,0,0,5,1.5,0,5,0,0,41.61660021
1,3,6,0,0,5,2.1,0,5,0,0,89.58496775
1,3,7,55,4,5,0,15.256,1.425,1127.849,550.781,101.7653177
1,3,8,543,41,6.1,2.6,250.42,10.681,20658.357,19657.525,147.963165
1,3,9,745,46,8.9,4.1,462.499,17.972,39583.523,38048.035,133.1170754
1,3,10,786,92,11.1,3.1,656.784,26.22,55478.824,53399.957,129.272722
1,3,11,759,128,12.8,2.1,754.588,32.892,62171.953,59838.516,134.3690455
1,3,12,769,133,15,0,794.377,46.57,61172.223,58877.781,137.7427153
1,3,13,489,193,15.6,0,616.013,41.922,48577.883,46745.5,137.7857464
1,3,14,20,217,15.6,0,236.249,28.264,19989.65,19005.477,132.613749
1,3,15,0,113,15.6,1.5,112.02,17.804,9959.559,9206.966,130.5671344
1,3,16,0,38,15,2.1,36.052,14.414,3254.7,2637.792,131.8458162
1,3,17,0,3,14.4,2.1,2.835,12.623,257.963,0,133.558498
1,3,18,0,0,13.3,0,0,13.3,0,0,105.5283873
1,3,19,0,0,13.3,3.1,0,13.3,0,0,104.574151
1,3,20,0,0,12.2,1.5,0,12.2,0,0,93.41917012
1,3,21,0,0,11.1,0,0,11.1,0,0,94.26630581
1,3,22,0,0,11.1,0,0,11.1,0,0,41.61660021
1,3,23,0,0,10,2.1,0,10,0,0,38.9361842
1,4,0,0,0,10,1.5,0,10,0,0,38.9361842
1,4,1,0,0,10,0,0,10,0,0,38.9361842
1,4,2,0,0,10,0,0,10,0,0,38.9361842
1,4,3,0,0,10.6,3.1,0,10.6,0,0,38.9361842
1,4,4,0,0,10.6,3.1,0,10.6,0,0,38.9361842
1,4,5,0,0,10,4.1,0,10,0,0,41.61660021
1,4,6,0,0,10,3.1,0,10,0,0,101.2810616
1,4,7,0,8,9.4,0,7.759,5.559,728.224,158.47,107.5033912
1,4,8,0,59,10,0,59.725,8.558,5533.263,4871.963,138.6520013
1,4,9,16,133,10,0,143.521,13.721,12964.12,12145.754,127.9094691
1,4,10,1,118,13.3,3.6,115.307,14.662,10397.264,9635.281,127.7673427
1,4,11,60,305,15,1.5,381.986,24.586,32888.953,31556.549,130.1505497
1,4,12,409,233,17.2,1.5,600.462,33.884,49361.02,47501.48,130.5918705
1,4,13,411,245,18.3,1.5,604.842,35.861,49202.273,47348.258,129.5063179
1,4,14,69,218,18.9,0,282.305,32.916,23321.404,22252.719,125.1692618
1,4,15,47,173,19.4,0,215.737,28.469,18167.133,17227.588,127.6502844
1,4,16,10,85,18.9,0,93.823,22.538,8123.771,7409.853,129.5328548
1,4,17,0,5,17.8,0,4.727,15.457,424.777,0,130.8795189
1,4,18,0,0,16.1,2.1,0,16.1,0,0,103.5171267
1,4,19,0,0,15,0,0,15,0,0,103.739465
1,4,20,0,0,14.4,1.5,0,14.4,0,0,92.2931988
1,4,21,0,0,13.9,0,0,13.9,0,0,92.51016843
1,4,22,0,0,12.8,0,0,12.8,0,0,41.61660021
1,4,23,0,0,12.8,2.1,0,12.8,0,0,38.9361842
1,5,0,0,0,12.2,1.5,0,12.2,0,0,38.9361842
1,5,1,0,0,11.7,2.6,0,11.7,0,0,38.9361842
1,5,2,0,0,11.1,1.5,0,11.1,0,0,38.9361842
1,5,3,0,0,11.1,1.5,0,11.1,0,0,38.9361842
1,5,4,0,0,11.1,4.1,0,11.1,0,0,38.9361842
1,5,5,0,0,11.1,3.1,0,11.1,0,0,41.61660021
1,5,6,0,0,11.7,4.6,0,11.7,0,0,98.38426007
1,5,7,0,3,10.6,2.1,2.91,8.629,269.474,0,104.7618312
1,5,8,0,18,11.1,2.6,17.043,9.642,1571.462,986.212,137.7358481
1,5,9,0,32,11.1,3.1,30.333,10.099,2791.366,2183.269,125.5631186
1,5,10,0,71,11.7,2.6,67.451,11.644,6164.907,5490.988,124.6196127
1,5,11,0,76,12.8,2.6,72.234,12.998,6562.543,5880.61,127.0350657
1,5,12,0,189,13.9,0,187.213,19.737,16498.613,15598.934,128.4171733
1,5,13,0,200,14.4,3.1,199.685,18.004,17737.621,16808.428,127.2011137
1,5,14,0,143,13.9,3.6,140.608,15.985,12604.62,11794.285,120.7661778
1,5,15,0,79,13.9,1.5,75.834,14.583,6840.983,6153.407,121.6421414
1,5,16,0,23,13.9,1.5,21.787,12.663,1982.292,1389.404,122.892904
1,5,17,0,5,13.9,1.5,4.727,11.909,431.549,0,122.8674556
1,5,18,0,0,13.3,1.5,0,13.3,0,0,98.70009484
1,5,19,0,0,12.8,2.1,0,12.8,0,0,102.0286614
1,5,20,0,0,13.3,2.1,0,13.3,0,0,94.76795067
1,5,21,0,0,13.3,3.1,0,13.3,0,0,97.11718471
1,5,22,0,0,12.2,1.5,0,12.2,0,0,41.61660021
1,5,23,0,0,11.1,3.1,0,11.1,0,0,38.9361842
1,6,0,0,0,10.6,0,0,10.6,0,0,38.9361842
1,6,1,0,0,10.6,0,0,10.6,0,0,38.9361842
1,6,2,0,0,10,0,0,10,0,0,38.9361842
1,6,3,0,0,9.4,0,0,9.4,0,0,38.9361842
1,6,4,0,0,9.4,0,0,9.4,0,0,38.9361842
1,6,5,0,0,8.9,0,0,8.9,0,0,41.61660021
1,6,6,0,0,8.3,0,0,8.3,0,0,128.6814246
1,6,7,7,8,8.3,2.1,9.189,6.457,817.977,246.585,125.2150113
1,6,8,31,64,8.3,3.1,80.052,8.46,7284.492,6587.872,148.124075
1,6,9,1,128,8.9,2.1,129.672,10.69,11899.698,11104.986,130.4051956
1,6,10,356,242,11.1,2.1,524.3,23.67,45060.34,43347.352,124.6806845
1,6,11,683,169,13.3,2.6,741.025,31.439,61517.93,59210.043,124.7410622
1,6,12,693,181,14.4,3.1,787.047,33.101,64905.004,62463.23,129.2300996
1,6,13,670,193,15.6,2.1,760.43,36.116,61728.738,59412.633,127.5911396
1,6,14,587,195,16.7,1.5,644.164,35.955,52108.824,50152.355,122.6813695
1,6,15,561,155,16.1,1.5,499.965,31.017,40813.773,39239.305,123.6904269
1,6,16,255,82,15.6,0,195.535,25.842,15800.761,14917.474,124.9942371
1,6,17,44,5,14.4,0,18.402,14.677,1413.051,830.73,124.772552
1,6,18,0,0,12.8,1.5,0,12.8,0,0,99.73824182
1,6,19,0,0,11.7,0,0,11.7,0,0,101.2467247
1,6,20,0,0,11.1,0,0,11.1,0,0,95.87481237
1,6,21,0,0,10.6,2.1,0,10.6,0,0,99.75181777
1,6,22,0,0,10,2.6,0,10,0,0,41.61660021
1,6,23,0,0,8.9,2.1,0,8.9,0,0,38.9361842
1,7,0,0,0,8.3,0,0,8.3,0,0,33.57535218
1,7,1,0,0,8.3,2.6,0,8.3,0,0,33.57535218
1,7,2,0,0,7.8,0,0,7.8,0,0,33.57535218
1,7,3,0,0,7.8,1.5,0,7.8,0,0,33.57535218
1,7,4,0,0,7.2,2.1,0,7.2,0,0,33.57535218
1,7,5,0,0,6.7,2.1,0,6.7,0,0,33.57535218
1,7,6,0,0,6.7,2.1,0,6.7,0,0,138.5299795
1,7,7,1,7,6.7,2.1,6.992,4.818,652.465,84.091,121.5795114
1,7,8,55,65,7.8,2.6,89.671,8.196,8080.334,7367.317,109.9364257
1,7,9,515,87,9.4,3.1,390.436,17.318,33739.309,32381.955,95.24139555
1,7,10,529,147,11.1,2.6,542.055,24.085,46356.188,44599.707,88.34677494
1,7,11,638,187,13.3,2.1,723.771,32.246,59864.207,57620.273,90.94073212
1,7,12,464,257,14.4,0,674.289,42.179,53178.051,51183.164,90.81930597
1,7,13,457,264,16.1,1.5,664.837,35.631,54149.746,52119.613,87.43960283
1,7,14,452,188,17.2,2.6,542.937,30.848,45068.969,43355.695,62.59582004
1,7,15,386,149,17.2,2.1,390.313,27.512,32501.32,31180.207,60.05333153
1,7,16,27,77,16.1,2.1,93.544,18.053,8204.111,7488.524,59.32672394
1,7,17,0,9,14.4,2.1,8.518,12.98,773.956,203.367,68.87856966
1,7,18,0,0,13.3,1.5,0,13.3,0,0,33.57535218
1,7,19,0,0,12.2,1.5,0,12.2,0,0,33.57535218
1,7,20,0,0,11.7,1.5,0,11.7,0,0,33.57535218
1,7,21,0,0,10.6,1.5,0,10.6,0,0,33.57535218
1,7,22,0,0,9.4,1.5,0,9.4,0,0,33.57535218
1,7,23,0,0,8.9,2.1,0,8.9,0,0,33.57535218
1,8,0,0,0,7.8,1.5,0,7.8,0,0,33.57535218
1,8,1,0,0,7.2,1.5,0,7.2,0,0,33.57535218
1,8,2,0,0,6.7,3.1,0,6.7,0,0,33.57535218
1,8,3,0,0,6.1,2.6,0,6.1,0,0,33.57535218
1,8,4,0,0,6.1,3.1,0,6.1,0,0,33.57535218
1,8,5,0,0,6.1,3.1,0,6.1,0,0,33.57535218
1,8,6,0,0,5.6,3.1,0,5.6,0,0,33.57535218
1,8,7,23,6,5.6,3.6,10.479,4.09,853.098,281.064,26.17335218
1,8,8,291,60,6.7,3.1,180.225,9.313,15373.664,14500.326,18.77135218
1,8,9,424,121,8.3,3.1,376.447,16.125,32854.645,31523.242,18.77135218
1,8,10,562,151,11.1,0,569.286,33.523,46530.32,44767.953,18.77135218
1,8,11,665,174,13.3,2.1,733.149,32.567,60539.613,58269.672,18.77135218
1,8,12,679,165,14.4,2.1,760.563,34.808,62200.281,59865.738,18.77135218
1,8,13,632,170,15,2.1,709.867,34.195,58178.098,55998.402,18.77135218
1,8,14,570,173,15.6,1.5,610.343,33.8,49901.477,48023.078,18.77135218
1,8,15,382,147,16.1,2.1,386.39,26.536,32331.553,31015.367,18.77135218
1,8,16,188,82,15.6,2.1,170.7,19.613,14342.686,13493.111,18.77135218
1,8,17,9,6,13.9,2.1,8.096,12.727,685.718,116.738,26.17335218
1,8,18,0,0,13.3,2.6,0,13.3,0,0,33.57535218
1,8,19,0,0,12.2,2.1,0,12.2,0,0,33.57535218
1,8,20,0,0,11.1,0,0,11.1,0,0,33.57535218
1,8,21,0,0,10.6,0,0,10.6,0,0,33.57535218
1,8,22,0,0,9.4,0,0,9.4,0,0,33.57535218
1,8,23,0,0,8.9,1.5,0,8.9,0,0,33.57535218
1,9,0,0,0,8.9,2.1,0,8.9,0,0,38.9361842
1,9,1,0,0,7.8,2.1,0,7.8,0,0,38.9361842
1,9,2,0,0,7.8,2.1,0,7.8,0,0,38.9361842
1,9,3,0,0,6.7,0,0,6.7,0,0,38.9361842
1,9,4,0,0,6.1,2.6,0,6.1,0,0,38.9361842
1,9,5,0,0,5.6,3.1,0,5.6,0,0,48.70280995
1,9,6,0,0,5.6,2.6,0,5.6,0,0,196.492219
1,9,7,33,6,5.6,2.6,12.479,3.948,982.961,408.551,176.592748
1,9,8,373,53,6.7,3.6,201.212,9.691,16923.756,16014.01,186.6419491
1,9,9,576,72,8.9,3.1,406.134,17.486,34985.609,33591.242,148.9673275
1,9,10,745,98,10.6,2.6,639.324,26.027,54076.262,52048.805,136.8103954
1,9,11,772,128,12.8,1.5,767.658,35.124,62571.41,60222.301,135.0997935
1,9,12,775,136,14.4,2.1,807.931,36.094,65643.352,63171.867,138.6564214
1,9,13,782,131,16.1,0,787.325,47.66,60234.805,57976.617,135.2258172
1,9,14,735,127,16.7,2.1,680.453,35.176,55193.77,53125.406,130.0230076
1,9,15,634,100,16.7,2.1,487.127,29.948,39856.52,38312.43,127.5353792
1,9,16,284,78,16.7,1.5,207.709,22.744,17004.5,16092.833,132.4825121
1,9,17,60,3,15,0,18.766,15.374,1352.923,771.712,134.7163451
1,9,18,0,0,13.3,0,0,13.3,0,0,114.6628839
1,9,19,0,0,12.2,2.1,0,12.2,0,0,114.3732028
1,9,20,0,0,11.1,0,0,11.1,0,0,109.1536093
1,9,21,0,0,9.4,1.5,0,9.4,0,0,112.3546339
1,9,22,0,0,9.4,1.5,0,9.4,0,0,41.61660021
1,9,23,0,0,9.4,2.1,0,9.4,0,0,38.9361842
1,10,0,0,0,8.9,2.1,0,8.9,0,0,38.9361842
1,10,1,0,0,7.8,1.5,0,7.8,0,0,38.9361842
1,10,2,0,0,7.2,1.5,0,7.2,0,0,38.9361842
1,10,3,0,0,6.7,1.5,0,6.7,0,0,38.9361842
1,10,4,0,0,6.1,2.1,0,6.1,0,0,38.9361842
1,10,5,0,0,6.1,3.1,0,6.1,0,0,41.61660021
1,10,6,0,0,5.6,3.1,0,5.6,0,0,130.2825166
1,10,7,44,5,5.6,4.6,13.693,4.378,1030.195,454.92,130.014871
1,10,8,434,55,6.7,3.1,224.104,10.396,18707.684,17755.021,162.9148097
1,10,9,656,65,9.4,3.1,440.848,18.869,37675.203,36199.164,148.6027694
1,10,10,708,114,12.2,2.6,632.435,27.515,53144.172,51150.512,142.3286146
1,10,11,683,165,15,1.5,739.102,36.427,59882.613,57637.969,143.6285731
1,10,12,801,144,16.7,1.5,839.275,41.079,66508.719,64002.184,147.1277702
1,10,13,824,126,18.9,1.5,816.333,42.9,64017.93,61611.598,142.4369166
1,10,14,805,124,18.9,1.5,728.291,40.504,57516.086,55361.352,138.2024199
1,10,15,487,128,20,1.5,433.377,33.295,35023.957,33628.445,137.1295893
1,10,16,124,101,19.4,2.6,166.084,23.138,13955.08,13114.346,139.4379382
1,10,17,43,10,17.8,2.1,21.719,17.071,1700.093,1112.458,140.1269962
1,10,18,0,0,15.6,1.5,0,15.6,0,0,117.1046903
1,10,19,0,0,13.3,2.1,0,13.3,0,0,117.3416983
1,10,20,0,0,12.8,1.5,0,12.8,0,0,109.1676185
1,10,21,0,0,11.7,1.5,0,11.7,0,0,111.9102949
1,10,22,0,0,11.1,0,0,11.1,0,0,41.61660021
1,10,23,0,0,10.6,0,0,10.6,0,0,38.9361842
1,11,0,0,0,9.4,0,0,9.4,0,0,38.9361842
1,11,1,0,0,9.4,0,0,9.4,0,0,38.9361842
1,11,2,0,0,9.4,2.1,0,9.4,0,0,38.9361842
1,11,3,0,0,8.9,3.1,0,8.9,0,0,38.9361842
1,11,4,0,0,8.9,3.1,0,8.9,0,0,38.9361842
1,11,5,0,0,9.4,4.1,0,9.4,0,0,41.61660021
1,11,6,0,0,10,4.1,0,10,0,0,135.2479864
1,11,7,0,4,10,3.6,3.879,8.43,359.61,0,131.21797
1,11,8,0,53,10.6,3.6,52.541,10.134,4834.208,4186.716,153.0175684
1,11,9,0,97,11.7,3.6,94.881,12.353,8644.837,7920.058,129.9330419
1,11,10,2,195,12.2,3.6,198.584,15.358,17850.332,16918.43,124.594929
1,11,11,47,308,13.9,3.6,373.993,21.31,32701.742,31374.795,125.8546271
1,11,12,99,326,15.6,2.1,437.717,26.627,37327.777,35862.426,129.0359543
1,11,13,108,287,16.1,3.6,396.399,24.552,34122.594,32753.914,125.9199088
1,11,14,2,216,17.2,3.1,221.074,21.87,19290.643,18323.719,118.8511457
1,11,15,22,179,16.7,1.5,198.065,21.387,17285.381,16367.022,122.4847496
1,11,16,22,94,16.7,0,107.333,20.631,9339.499,8600.098,128.0590709
1,11,17,20,12,15.6,0,17.211,13.974,1444.945,862.035,126.6209972
1,11,18,0,0,13.9,1,0,13.9,0,0,102.4614362
1,11,19,0,0,12.8,2.1,0,12.8,0,0,103.2366334
1,11,20,0,0,11.7,2.1,0,11.7,0,0,95.64502322
1,11,21,0,0,11.1,2.6,0,11.1,0,0,98.86817648
1,11,22,0,0,10,0,0,10,0,0,41.61660021
1,11,23,0,0,8.9,2.1,0,8.9,0,0,38.9361842
1,12,0,0,0,7.8,1.5,0,7.8,0,0,38.9361842
1,12,1,0,0,7.2,2.1,0,7.2,0,0,38.9361842
1,12,2,0,0,7.2,2.1,0,7.2,0,0,38.9361842
1,12,3,0,0,6.1,1.5,0,6.1,0,0,38.9361842
1,12,4,0,0,6.1,3.1,0,6.1,0,0,38.9361842
1,12,5,0,0,5,0,0,5,0,0,41.61660021
1,12,6,0,0,5.6,2.1,0,5.6,0,0,129.9207996
1,12,7,63,3,5.6,1.5,15.471,3.733,1087.598,511.27,127.4488037
1,12,8,523,36,8.3,1.5,232.401,13.095,18852.049,17895.865,154.2187194
1,12,9,758,33,11.1,2.6,451.727,21.399,37988.352,36502.641,134.3191738
1,12,10,861,62,13.9,2.1,670.722,31.204,55286.395,53214.625,124.6584292
1,12,11,867,90,16.7,1.5,797.241,39.732,63489.098,61103.77,125.3355155
1,12,12,906,91,18.9,2.6,863.266,40.456,68612.016,66019.219,131.5852541
1,12,13,927,90,20,3.6,856.473,39.402,68361.305,65778.875,133.099797
1,12,14,887,93,20.6,2.6,751.921,39.643,59621.965,57387.316,127.4206164
1,12,15,811,73,21.1,2.1,560.531,36.334,44366.977,42677.023,127.0184062
1,12,16,445,69,20.6,2.1,262.059,27.613,20693.525,19691.813,129.350236
1,12,17,110,2,18.9,2.1,27.693,18.684,1850.48,1260.049,124.8043757
1,12,18,0,0,16.7,2.6,0,16.7,0,0,101.3240042
1,12,19,0,0,13.9,2.1,0,13.9,0,0,100.3313663
1,12,20,0,0,12.8,1.5,0,12.8,0,0,91.69824627
1,12,21,0,0,12.2,1.5,0,12.2,0,0,94.4850018
1,12,22,0,0,10.6,2.1,0,10.6,0,0,41.61660021
1,12,23,0,0,9.4,0,0,9.4,0,0,38.9361842
1,13,0,0,0,8.9,0,0,8.9,0,0,38.9361842
1,13,1,0,0,8.3,0,0,8.3,0,0,38.9361842
1,13,2,0,0,7.8,0,0,7.8,0,0,38.9361842
1,13,3,0,0,6.7,0,0,6.7,0,0,38.9361842
1,13,4,0,0,6.1,0,0,6.1,0,0,38.9361842
1,13,5,0,0,5.6,0,0,5.6,0,0,41.61660021
1,13,6,0,0,6.1,1.5,0,6.1,0,0,118.1342872
1,13,7,113,9,9.4,0,31.17,7.098,2241.351,1643.617,118.4071472
1,13,8,618,28,9.4,0,253.714,17.549,19972.625,18988.873,145.2480114
1,13,9,821,42,11.7,0,497.139,30.797,40018.285,38469.082,128.3884936
1,13,10,910,54,14.4,0,695.266,41.486,54446.398,52405.441,123.6004396
1,13,11,954,61,17.2,2.6,826.322,37.691,66466.32,63961.508,128.5395195
1,13,12,941,80,18.3,3.1,874.386,39.044,69991.32,67341.141,132.2451348
1,13,13,888,115,20,2.1,855.466,42.928,67085.258,64555.227,132.3884335
1,13,14,790,134,20,2.6,733.774,38.632,58539.148,56345.781,129.2425134
1,13,15,429,139,20,2.6,415.436,30.707,34086.703,32719.086,128.4149158
1,13,16,263,84,18.9,4.6,203.564,22.482,16772.779,15866.614,129.8877507
1,13,17,109,22,16.7,2.6,55.259,16.936,4331.668,3693.999,125.991269
1,13,18,0,0,15,3.1,0,15,0,0,98.14166105
1,13,19,0,0,13.3,2.1,0,13.3,0,0,97.37507301
1,13,20,0,0,12.2,1.5,0,12.2,0,0,87.40214053
1,13,21,0,0,11.1,2.6,0,11.1,0,0,90.28045945
1,13,22,0,0,10.6,2.1,0,10.6,0,0,41.61660021
1,13,23,0,0,8.9,2.1,0,8.9,0,0,38.9361842
1,14,0,0,0,8.3,1.5,0,8.3,0,0,33.57535218
1,14,1,0,0,7.8,0,0,7.8,0,0,33.57535218
1,14,2,0,0,7.2,0,0,7.2,0,0,33.57535218
1,14,3,0,0,6.1,0,0,6.1,0,0,33.57535218
1,14,4,0,0,6.7,2.1,0,6.7,0,0,33.57535218
1,14,5,0,0,5,0,0,5,0,0,33.57535218
1,14,6,0,0,5.6,0,0,5.6,0,0,121.8256176
1,14,7,76,11,5.6,2.1,25.702,4.362,1972.185,1379.486,107.4962339
1,14,8,532,35,7.8,1.5,234.101,12.69,18999.311,18039.529,97.60632875
1,14,9,767,53,11.7,0,485.071,30.221,39223.008,37698.848,87.39481836
1,14,10,863,68,15.6,2.6,680.477,32.115,55858.75,53765.844,82.43650822
1,14,11,914,77,17.8,2.1,815.208,39.276,65066.887,62618.617,84.95143843
1,14,12,933,80,18.9,2.1,869.305,42.047,68538.07,65948.336,87.36386662
1,14,13,927,78,20.6,2.6,840.101,41.736,66271.43,63774.531,84.09139665
1,14,14,888,70,21.7,1.5,725.002,43.173,56460.59,54345.336,58.06621957
1,14,15,805,57,21.7,2.6,542.517,35.421,43135.402,41485.969,58.29245717
1,14,16,620,40,21.7,2.1,300.762,29.663,23172.209,22107.389,57.93734375
1,14,17,153,17,18.3,2.1,60.629,19.095,4524.466,3883.038,62.5256392
1,14,18,0,0,16.7,1.5,0,16.7,0,0,33.57535218
1,14,19,0,0,15,2.1,0,15,0,0,33.57535218
1,14,20,0,0,13.9,2.1,0,13.9,0,0,33.57535218
1,14,21,0,0,12.8,2.1,0,12.8,0,0,33.57535218
1,14,22,0,0,11.7,0,0,11.7,0,0,33.57535218
1,14,23,0,0,10.6,1.5,0,10.6,0,0,33.57535218
1,15,0,0,0,10.6,2.1,0,10.6,0,0,33.57535218
1,15,1,0,0,10,2.1,0,10,0,0,33.57535218
1,15,2,0,0,9.4,1.5,0,9.4,0,0,33.57535218
1,15,3,0,0,8.3,3.1,0,8.3,0,0,33.57535218
1,15,4,0,0,10,3.1,0,10,0,0,33.57535218
1,15,5,0,0,10,3.1,0,10,0,0,33.57535218
1,15,6,0,0,9.4,2.1,0,9.4,0,0,33.57535218
1,15,7,1,7,10,3.1,6.986,8.525,641.463,73.289,26.17335218
1,15,8,2,70,9.4,2.1,73.044,9.364,6734.64,6049.222,18.77135218
1,15,9,13,171,11.7,4.1,184.957,14.346,16676.027,15772.153,18.77135218
1,15,10,35,255,12.8,3.1,289.249,18.537,25600.734,24472.051,18.77135218
1,15,11,22,295,14.4,3.1,322.077,21.188,28186.225,26987.344,20.60487187
1,15,12,2,281,16.1,2.6,288.379,22.557,25084.768,23969.822,26.30204045
1,15,13,0,228,16.7,3.1,228.929,21.279,20032.219,19046.99,19.42795158
1,15,14,0,203,16.7,0,204.375,24.828,17590.455,16664.795,18.77135218
1,15,15,0,152,17.2,2.1,153.403,20.156,13493.028,12662.765,18.77135218
1,15,16,13,73,16.7,2.1,77.941,17.436,6894.376,6205.715,18.77135218
1,15,17,0,5,16.1,1.5,4.727,14.415,426.711,0,26.17335218
1,15,18,0,0,15,1.5,0,15,0,0,33.57535218
1,15,19,0,0,14.4,2.1,0,14.4,0,0,33.57535218
1,15,20,0,0,13.3,2.1,0,13.3,0,0,33.57535218
1,15,21,0,0,12.8,1.5,0,12.8,0,0,33.57535218
1,15,22,0,0,12.8,3.1,0,12.8,0,0,33.57535218
1,15,23,0,0,13.3,4.6,0,13.3,0,0,33.57535218
1,16,0,0,0,11.7,3.1,0,11.7,0,0,33.57535218
1,16,1,0,0,11.7,2.1,0,11.7,0,0,33.57535218
1,16,2,0,0,11.1,1.5,0,11.1,0,0,33.57535218
1,16,3,0,0,10.6,1.5,0,10.6,0,0,33.57535218
1,16,4,0,0,10.6,4.1,0,10.6,0,0,33.57535218
1,16,5,0,0,10.6,3.1,0,10.6,0,0,33.57535218
1,16,6,0,0,10,3.6,0,10,0,0,33.57535218
1,16,7,0,4,10.6,2.6,3.879,8.796,359.036,0,26.17335218
1,16,8,3,65,10.6,3.1,67.227,10.461,6163.471,5489.581,18.77135218
1,16,9,162,127,12.2,2.6,227.01,16.357,19986.111,19002.025,18.77135218
1,16,10,156,206,12.8,2.1,335.195,20.675,29279.795,28050.537,19.99324965
1,16,11,404,262,14.4,2.1,619.682,30.027,51881.34,49932.996,29.12629543
1,16,12,708,203,16.1,2.1,832.431,37.894,67077.266,64547.566,33.33814539
1,16,13,700,139,16.1,2.1,740.833,36.242,60126.063,57872.063,31.05063223
1,16,14,654,138,17.2,1.5,645.395,36.398,52115.074,50158.383,33.91597203
1,16,15,635,113,17.8,3.1,512.138,29.897,42053.898,40439.613,19.75419921
1,16,16,210,118,16.7,2.6,221.625,22.033,18591.293,17641.463,18.77135218
1,16,17,87,12,15,1.5,37.518,14.898,2896.913,2286.815,26.17335218
