Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC_Out,AC_out,Electricity
8,3,14,890,128,39.5,3.8,923.85,59.827,6635.248,6385.229,3.108256362
8,3,15,858,115,40,2.9,757.81,58.287,5455.447,5250.956,3.52909347
8,3,16,796,96,40.6,2.1,540.218,55.121,3861.093,3710.589,4.032407352
8,3,17,676,71,39.7,2.4,294.107,47.324,2002.911,1904.396,4.064076787
8,3,18,421,43,38.7,2.8,75.088,40.246,424.121,360.53,3.967254053
8,3,19,32,11,37.8,3.1,10.668,37.262,86.46,29.236,3.877860009
8,3,20,0,0,36.7,2.1,0,36.7,0,0,3.671830922
8,3,21,0,0,35.5,1,0,35.5,0,0,3.056229948
8,3,22,0,0,34.4,0,0,34.4,0,0,2.475612067
8,3,23,0,0,33.7,0.9,0,33.7,0,0,1.959096728
8,4,0,0,0,32.9,1.7,0,32.9,0,0,1.661597075
8,4,1,0,0,32.2,2.6,0,32.2,0,0,1.473464379
8,4,2,0,0,31.8,3.5,0,31.8,0,0,1.371035247
8,4,3,0,0,31.5,4.3,0,31.5,0,0,1.303541345
8,4,4,0,0,31.1,5.2,0,31.1,0,0,1.315980266
8,4,5,15,4,31.5,4.8,3.879,30.572,32.489,0,1.494391058
8,4,6,367,38,31.8,4.5,52.32,31.833,316.374,254.857,1.739488124
8,4,7,653,66,32.2,4.1,258.619,36.712,1812.952,1719.088,1.681048123
8,4,8,778,92,33.1,4.3,503.185,42.959,3810.301,3661.375,1.691609685
8,4,9,851,105,34.1,4.4,722.416,48.708,5467.948,5263,2.120624394
8,4,10,888,118,35,4.6,897.438,53.159,6684.233,6432.221,2.206994828
8,4,11,905,125,36.3,4.3,1007.103,57.291,7345.077,7065.381,2.373857518
8,4,12,915,128,37.6,3.9,1052.485,60.326,7548.503,7259.985,2.589721758
8,4,13,911,126,38.9,3.6,1021.662,61.627,7272.706,6996.115,2.863169161
8,4,14,894,119,39.3,3.6,918.46,59.868,6594.923,6346.539,3.142651831
8,4,15,859,107,39.6,3.6,750.35,56.529,5454.083,5249.642,3.537302557
8,4,16,798,90,40,3.6,534.814,52.134,3882.937,3731.753,4.000228649
8,4,17,560,113,39.4,3.6,295.298,46.041,2070.13,1969.94,4.049333709
8,4,18,108,72,38.9,3.6,73.969,40.267,545.864,479.883,4.049018742
8,4,19,0,11,38.3,3.6,10.668,37.8,86.228,29.008,4.015445321
8,4,20,0,0,36.3,3.9,0,36.3,0,0,3.755182034
8,4,21,0,0,34.2,4.3,0,34.2,0,0,3.076379059
8,4,22,0,0,32.2,4.6,0,32.2,0,0,2.435641621
8,4,23,0,0,31.1,4.1,0,31.1,0,0,1.884602359
8,5,0,0,0,30,3.6,0,30,0,0,1.565183029
8,5,1,0,0,28.9,3.1,0,28.9,0,0,1.34593613
8,5,2,0,0,28.7,2.9,0,28.7,0,0,1.2307439
8,5,3,0,0,28.5,2.8,0,28.5,0,0,1.158978745
8,5,4,0,0,28.3,2.6,0,28.3,0,0,1.169548425
8,5,5,1,1,28.5,2.9,0.97,27.189,8.255,0,1.339000426
8,5,6,9,41,28.7,3.3,38.971,28.308,326.993,265.273,1.573017701
8,5,7,4,88,28.9,3.6,84.574,29.634,709.659,640.381,1.500587571
8,5,8,11,205,30,2.9,201.075,33.698,1656.303,1566.183,1.488401138
8,5,9,84,291,31.1,2.2,344.042,39.092,2757.352,2639.148,1.730682034
8,5,10,131,346,32.2,1.5,460.937,44.755,3594.122,3451.812,1.809622163
8,5,11,606,375,34.1,1.9,979.695,58.957,7079.712,6811.312,2.024207601
8,5,12,658,282,35.9,2.2,963.174,60.698,6893.504,6632.887,2.272481082
8,5,13,835,178,37.8,2.6,1006.969,62.34,7139.177,6868.266,2.61832105
8,5,14,754,173,38.2,3.3,853.678,57.97,6195.971,5963.458,2.95529826
8,5,15,761,157,38.5,3.9,731.594,54.503,5380.914,5179.14,3.385659159
8,5,16,617,155,38.9,4.6,499.301,49.32,3700.866,3555.309,3.97550686
8,5,17,448,122,38.3,4.1,265.172,43.926,1900.545,1804.551,4.012447533
8,5,18,144,69,37.8,3.6,73.718,39.06,532.729,467.007,3.918822027
8,5,19,3,10,37.2,3.1,9.698,36.611,78.855,21.77,3.874813824
8,5,20,0,0,33.1,4.1,0,33.1,0,0,3.452201687
8,5,21,0,0,29.1,5.2,0,29.1,0,0,2.659859135
8,5,22,0,0,25,6.2,0,25,0,0,1.918914781
8,5,23,0,0,25,6,0,25,0,0,1.398318644
8,6,0,0,0,25,5.9,0,25,0,0,1.131896409
8,6,1,0,0,25,5.7,0,25,0,0,0.96739568
8,6,2,0,0,25,4.8,0,25,0,0,0.87989635
8,6,3,0,0,25,4,0,25,0,0,0.832595314
8,6,4,0,0,25,3.1,0,25,0,0,0.868621079
8,6,5,2,5,25.7,3.3,4.849,24.443,41.813,0,1.060924546
8,6,6,130,45,26.5,3.4,46.516,26.228,355.092,292.834,1.325424676
8,6,7,413,121,27.2,3.6,239.005,31.354,1806.298,1712.595,1.293360743
8,6,8,517,153,28.3,3.3,425.068,37.224,3341.662,3206.876,1.309280822
8,6,9,672,189,29.5,2.9,682.032,45.12,5268.645,5070.927,1.650131271
8,6,10,757,164,30.6,2.6,835.197,50.861,6299.179,6062.612,1.779280765
8,6,11,635,210,32.1,2.4,843.417,53.359,6285.518,6049.49,1.947445688
8,6,12,834,148,33.5,2.3,991.879,58.412,7190.601,6917.509,2.145467026
8,6,13,881,155,35,2.1,1021.717,61.526,7277.341,7000.551,2.407375123
8,6,14,819,130,35.7,2.9,863.076,56.559,6312.718,6075.617,2.702891618
8,6,15,804,109,36.5,3.8,713.474,52.298,5307.492,5108.375,3.135747371
8,6,16,778,104,37.2,4.6,536.986,48.314,3981.857,3827.568,3.839793185
8,6,17,470,110,36.3,4.4,260.489,41.709,1875.803,1780.414,3.750878645
8,6,18,231,64,35.3,4.3,76.501,36.43,526.988,461.381,3.583283981
8,6,19,11,10,34.4,4.1,9.698,33.753,79.975,22.869,3.503409163
8,6,20,0,0,33.7,3.9,0,33.7,0,0,3.368094039
8,6,21,0,0,32.9,3.8,0,32.9,0,0,2.832429352
8,6,22,0,0,32.2,3.6,0,32.2,0,0,2.315291162
8,6,23,0,0,31.3,4.1,0,31.3,0,0,1.814878733
8,7,0,0,0,30.3,4.7,0,30.3,0,0,1.524746338
8,7,1,0,0,29.4,5.2,0,29.4,0,0,1.34061724
8,7,2,0,0,28.7,4.5,0,28.7,0,0,1.224108988
8,7,3,0,0,27.9,3.8,0,27.9,0,0,1.134323402
8,7,4,0,0,27.2,3.1,0,27.2,0,0,1.126935225
8,7,5,0,1,27.9,2.6,0.97,26.516,8.281,0,1.299823454
8,7,6,76,50,28.7,2,48.783,28.48,388.206,325.311,1.540212625
8,7,7,378,104,29.4,1.5,212.622,34.046,1581.088,1492.735,1.481219289
8,7,8,551,163,30.9,2.2,452.807,41.629,3481.498,3342.571,1.504586908
8,7,9,691,185,32.4,2.9,692.081,48.282,5258.023,5060.688,1.932929532
8,7,10,738,208,33.9,3.6,866.386,52.864,6465.068,6221.91,2.089876392
8,7,11,768,222,35.2,3.6,985.02,56.92,7199.048,6925.597,2.300065324
8,7,12,786,227,36.5,3.6,1037.186,59.476,7474.438,7189.148,2.547583923
8,7,13,779,223,37.8,3.6,1003.156,60.149,7201.042,6927.506,2.848946755
8,7,14,630,314,37.8,3.8,886.852,57.372,6459.754,6216.808,3.133321956
8,7,15,310,295,37.8,3.9,527.414,49.697,3993.117,3838.472,3.459427331
8,7,16,182,349,37.8,4.1,439.828,47.058,3359.598,3224.284,3.8813916
8,7,17,54,155,36.5,4.3,164.325,39.812,1292.882,1211.124,3.828898796
8,7,18,8,53,35.2,4.4,50.103,35.594,406.145,342.903,3.586934076
8,7,19,0,7,33.9,4.6,6.789,33.155,56.147,0,3.424710037
8,7,20,0,0,33.2,3.8,0,33.2,0,0,3.254026237
8,7,21,0,0,32.4,2.9,0,32.4,0,0,2.710715312
8,7,22,0,0,31.7,2.1,0,31.7,0,0,2.199581215
8,7,23,0,0,30.6,2.3,0,30.6,0,0,1.699017772
8,8,0,0,0,29.4,2.4,0,29.4,0,0,1.40631195
8,8,1,0,0,28.3,2.6,0,28.3,0,0,1.213467113
8,8,2,0,0,27.6,2.6,0,27.6,0,0,1.097477653
8,8,3,0,0,26.8,2.6,0,26.8,0,0,1.01009216
8,8,4,0,0,26.1,2.6,0,26.1,0,0,1.00306818
8,8,5,13,3,27,2.4,2.91,25.586,24.953,0,1.171973845
8,8,6,379,33,28,2.3,47.67,27.749,283.203,222.316,1.415956793
8,8,7,665,59,28.9,2.1,255.943,34.253,1806.927,1713.209,1.36100663
8,8,8,794,81,30.4,1.9,500.791,42.931,3788.822,3640.56,1.382840916
8,8,9,857,99,31.8,1.7,721.74,51.121,5392.984,5190.772,1.781796463
8,8,10,896,112,33.3,1.5,899.946,58.385,6513.303,6268.21,1.926314859
8,8,11,917,119,35,2.4,1014.47,60.212,7279.144,7002.276,2.152077389
8,8,12,925,122,36.6,3.2,1058.104,60.908,7563.942,7274.749,2.429185504
8,8,13,926,119,38.3,4.1,1030.207,60.304,7388.617,7107.045,2.770467308
8,8,14,891,125,38.7,4.3,921.843,58.214,6680.729,6428.86,3.075190289
8,8,15,729,144,39,4.4,694.101,53.751,5125.34,4932.739,3.461015587
8,8,16,589,150,39.4,4.6,477.999,49.345,3541.581,3400.855,3.967198984
8,8,17,374,150,37.7,4.6,265.1,43.045,1936.57,1839.694,3.902031317
8,8,18,41,63,36.1,4.6,60.765,36.905,476.761,412.142,3.649761493
8,8,19,1,5,34.4,4.6,4.849,33.651,40.008,0,3.467796971
8,8,20,0,0,33.1,4.4,0,33.1,0,0,3.259822579
8,8,21,0,0,31.9,4.3,0,31.9,0,0,2.698392374
8,8,22,0,0,30.6,4.1,0,30.6,0,0,2.163620105
8,8,23,0,0,29.7,4.1,0,29.7,0,0,1.675259424
8,9,0,0,0,28.7,4.1,0,28.7,0,0,1.394428292
8,9,1,0,0,27.8,4.1,0,27.8,0,0,1.212286922
8,9,2,0,0,27.2,4.1,0,27.2,0,0,1.101375489
8,9,3,0,0,26.7,4.1,0,26.7,0,0,1.024720661
8,9,4,0,0,26.1,4.1,0,26.1,0,0,1.023077505
8,9,5,4,1,26.5,3.4,0.97,25.18,8.334,0,1.181934256
8,9,6,232,52,26.8,2.8,56.59,26.747,408.541,345.252,1.448090535
8,9,7,486,106,27.2,2.1,246.384,32.299,1825.872,1731.696,1.337126252
8,9,8,578,165,28.9,1.9,469.264,40.595,3625.686,3482.419,1.327926227
8,9,9,561,225,30.5,1.7,636.725,47.592,4859.794,4676.486,1.656117122
8,9,10,395,300,32.2,1.5,658.658,50.922,4968.94,4781.841,1.798186565
8,9,11,772,209,33.7,1.5,976.616,60.487,6996.86,6731.938,1.98936163
8,9,12,839,162,35.2,1.5,1019.951,63.906,7167.598,6895.483,2.217946298
8,9,13,915,118,36.7,1.5,1018.619,65.419,7094.982,6825.938,2.515206926
8,9,14,910,111,37.2,1.7,924.421,62.818,6527.441,6281.78,2.835240388
8,9,15,876,99,37.8,1.9,753.276,58.38,5417.95,5214.828,3.258159718
8,9,16,816,83,38.3,2.1,534.698,52.681,3865.027,3714.401,3.906211087
8,9,17,562,85,37.6,2.4,265.938,44.492,1853.142,1758.305,3.867888822
8,9,18,165,60,36.8,2.8,66.672,38.007,472.75,408.21,3.721075055
8,9,19,9,7,36.1,3.1,6.789,35.38,55.536,0,3.650737958
8,9,20,0,0,35,3.4,0,35,0,0,3.470938786
8,9,21,0,0,33.9,3.8,0,33.9,0,0,2.900096794
8,9,22,0,0,32.8,4.1,0,32.8,0,0,2.354437066
8,9,23,0,0,31.9,4.6,0,31.9,0,0,1.849363274
8,10,0,0,0,30.9,5.2,0,30.9,0,0,1.552373585
8,10,1,0,0,30,5.7,0,30,0,0,1.358914206
8,10,2,0,0,28.7,4.8,0,28.7,0,0,1.210052972
8,10,3,0,0,27.4,4,0,27.4,0,0,1.092222412
8,10,4,0,0,26.1,3.1,0,26.1,0,0,1.05345075
8,10,5,3,2,27,2.6,1.94,25.599,16.634,0,1.257357001
8,10,6,275,39,28,2,47.331,27.718,315.022,253.531,1.450694515
8,10,7,588,73,28.9,1.5,245.973,34.469,1757.325,1664.801,1.384024262
8,10,8,730,102,30,1.5,488.547,42.964,3704.317,3558.654,1.373797471
8,10,9,810,125,31.1,1.5,717.306,50.89,5369.171,5167.824,1.709988583
8,10,10,850,140,32.2,1.5,893.631,57.16,6512.41,6267.353,1.835021828
8,10,11,870,149,34.1,2.2,999.843,59.596,7199.173,6925.717,2.05408079
8,10,12,883,152,35.9,2.9,1046.593,60.669,7491.754,7205.711,2.331535353
8,10,13,882,150,37.8,3.6,1018.629,60.481,7298.364,7020.673,2.682889098
8,10,14,862,142,38.2,3.6,918.057,58.773,6632.772,6382.854,3.001136976
8,10,15,823,127,38.5,3.6,744.765,55.321,5450.075,5245.78,3.387221682
8,10,16,753,105,38.9,3.6,521.96,50.747,3819.061,3669.864,3.939323256
8,10,17,564,83,38.3,3.8,263.946,44.103,1839.653,1745.143,3.93417346
8,10,18,196,55,37.8,3.9,64.451,38.816,441.666,377.734,3.812164744
8,10,19,6,6,37.2,4.1,5.819,36.553,47.327,0,3.757529561
8,10,20,0,0,35.9,4.5,0,35.9,0,0,3.56717518
8,10,21,0,0,34.6,4.8,0,34.6,0,0,2.985964854
8,10,22,0,0,33.3,5.2,0,33.3,0,0,2.427492096
8,10,23,0,0,32.2,5,0,32.2,0,0,1.904445135
8,11,0,0,0,31.1,4.8,0,31.1,0,0,1.596418284
8,11,1,0,0,30,4.6,0,30,0,0,1.38617357
8,11,2,0,0,29.4,4.1,0,29.4,0,0,1.262532776
8,11,3,0,0,28.9,3.6,0,28.9,0,0,1.17637969
8,11,4,0,0,28.3,3.1,0,28.3,0,0,1.168436171
8,11,5,0,2,28.7,2.6,1.94,27.358,16.496,0,1.331432622
8,11,6,153,46,29,2,48.187,28.779,359.326,296.987,1.642710524
8,11,7,459,94,29.4,1.5,227.058,34.451,1659.842,1569.638,1.500371144
8,11,8,629,136,30.7,1.9,470.031,42.358,3589.385,3447.218,1.486395544
8,11,9,717,168,32,2.2,695.299,49.328,5252.182,5055.056,1.861440619
8,11,10,773,189,33.3,2.6,879.553,54.53,6504.038,6259.317,2.000950121
8,11,11,802,202,34.2,2.9,994.838,57.654,7241.32,6966.069,2.176056283
8,11,12,809,206,35.2,3.3,1035.09,58.808,7487.294,7201.446,2.387673626
8,11,13,804,202,36.1,3.6,1002.315,58.468,7263.066,6986.887,2.635091699
8,11,14,772,200,36.7,3.9,900.335,56.395,6591.917,6343.655,2.924282164
8,11,15,705,177,37.2,4.3,709.14,52.332,5278.278,5080.214,3.309306127
8,11,16,437,201,37.8,4.6,441.7,47.037,3329.866,3195.427,3.880310987
8,11,17,285,147,37.2,4.6,232.707,41.817,1726.872,1635.076,3.828249033
8,11,18,104,50,36.7,4.6,52.824,37.307,387.589,324.706,3.675175771
8,11,19,1,3,36.1,4.6,2.91,35.357,23.804,0,3.62368678
8,11,20,0,0,35.2,5,0,35.2,0,0,3.485528964
8,11,21,0,0,34.2,5.3,0,34.2,0,0,2.95703936
8,11,22,0,0,33.3,5.7,0,33.3,0,0,2.368788227
8,11,23,0,0,32.4,5,0,32.4,0,0,1.835637187
8,12,0,0,0,31.5,4.3,0,31.5,0,0,1.448483781
8,12,1,0,0,30.6,3.6,0,30.6,0,0,1.272378552
8,12,2,0,0,29.3,2.9,0,29.3,0,0,1.150013113
8,12,3,0,0,28,2.2,0,28,0,0,1.042762941
8,12,4,0,0,26.7,1.5,0,26.7,0,0,1.005533263
8,12,5,3,0,27.6,1.7,0,27.6,0,0,1.191278471
8,12,6,246,40,28.5,1.9,46.586,28.203,318.206,256.654,1.329578076
8,12,7,475,93,29.4,2.1,230.847,34.113,1686.509,1595.674,1.233892068
8,12,8,635,136,30.7,2.4,473.401,41.71,3626.865,3483.563,1.197980307
8,12,9,766,144,32,2.8,705.52,48.404,5353.24,5152.47,1.564540438
8,12,10,699,242,33.3,3.1,868.95,53.252,6471.342,6227.933,1.709187549
8,12,11,687,231,33.9,3.6,918.28,54.278,6809.424,6552.282,1.888914439
8,12,12,813,205,34.4,4.1,1038.497,56.412,7612.529,7321.206,2.074732833
8,12,13,790,183,35,4.6,969.795,55.069,7160.641,6888.821,2.289166257
8,12,14,743,189,35.4,5,863.354,52.589,6453.733,6211.028,2.511924549
8,12,15,701,195,35.7,5.3,723.885,49.619,5467.649,5262.712,2.850497113
8,12,16,396,218,36.1,5.7,432.296,44.068,3314.886,3180.886,3.365990135
8,12,17,88,171,35.7,5.3,189.992,39.075,1489.312,1403.09,3.241611189
8,12,18,36,64,35.4,5,60.518,36.004,479.654,414.979,3.085496324
8,12,19,2,4,35,4.6,3.879,34.252,31.912,0,3.071910996
8,12,20,0,0,30.9,5,0,30.9,0,0,2.751237884
8,12,21,0,0,26.9,5.3,0,26.9,0,0,2.102633554
8,12,22,0,0,22.8,5.7,0,22.8,0,0,1.545631658
8,12,23,0,0,23.2,4.8,0,23.2,0,0,1.152431069
8,13,0,0,0,23.5,4,0,23.5,0,0,0.952846025
8,13,1,0,0,23.9,3.1,0,23.9,0,0,0.836774867
8,13,2,0,0,24.1,2.8,0,24.1,0,0,0.776426856
8,13,3,0,0,24.2,2.4,0,24.2,0,0,0.730628917
8,13,4,0,0,24.4,2.1,0,24.4,0,0,0.755415077
8,13,5,0,1,24.8,2.4,0.97,23.25,8.409,0,0.883990124
8,13,6,55,39,25.2,2.8,38.221,24.648,311.989,250.556,1.065209495
8,13,7,385,110,25.6,3.1,220.754,29.476,1681.287,1590.576,0.963248544
8,13,8,525,155,27.1,3.1,432.652,36.327,3416.881,3279.876,0.896839821
8,13,9,574,199,28.5,3.1,624.064,42.538,4888.459,4704.161,1.133766427
8,13,10,749,207,30,3.1,877.978,50.044,6651.715,6401.027,1.274944073
8,13,11,777,220,31.3,3.1,994.827,54.377,7373.035,7092.135,1.460055749
8,13,12,794,217,32.6,3.1,1031.657,56.667,7551.762,7263.102,1.672846866
8,13,13,788,213,33.9,3.1,1003.22,57.395,7313.132,7034.809,1.941213457
8,13,14,759,201,34.5,2.6,889.741,56.636,6505.63,6260.845,2.227752097
8,13,15,712,179,35,2,715.658,54.369,5267.82,5070.133,2.612433195
8,13,16,630,147,35.6,1.5,494.973,50.269,3643.317,3499.515,3.187832037
8,13,17,469,103,34.8,1.5,249.643,42.191,1781.063,1687.968,3.097613722
8,13,18,169,52,34.1,1.5,58.756,35.298,416.452,353.01,2.963368239
8,13,19,1,5,33.3,1.5,4.849,32.209,40.29,0,2.920989407
8,13,20,0,0,32.2,1.7,0,32.2,0,0,2.77375814
8,13,21,0,0,31.1,1.9,0,31.1,0,0,2.288242272
8,13,22,0,0,30,2.1,0,30,0,0,1.844728724
8,13,23,0,0,29.8,2.3,0,29.8,0,0,1.455892977
8,14,0,0,0,29.6,2.4,0,29.6,0,0,1.243252098
8,14,1,0,0,29.4,2.6,0,29.4,0,0,1.11268209
8,14,2,0,0,28.3,2.6,0,28.3,0,0,1.009793942
8,14,3,0,0,27.2,2.6,0,27.2,0,0,0.918988781
8,14,4,0,0,26.1,2.6,0,26.1,0,0,0.896360398
8,14,5,4,1,26.8,2.9,0.97,25.415,8.324,0,1.01817273
8,14,6,99,63,27.6,3.3,59.633,27.651,476.023,411.419,1.207178217
8,14,7,106,162,28.3,3.6,184.373,31.291,1490.334,1404.089,1.118905793
8,14,8,279,265,30.2,3.3,408.593,38.651,3232.868,3101.257,1.106658874
8,14,9,126,360,32,2.9,449.745,42.291,3545.556,3404.71,1.420664827
8,14,10,181,435,33.9,2.6,597.431,48.101,4577.593,4403.899,1.56315753
8,14,11,566,294,34.6,2.8,863.918,54.788,6388.657,6148.546,1.746018938
8,14,12,812,226,35.4,2.9,1065.328,60.303,7641.673,7349.067,1.950271083
8,14,13,896,86,36.1,3.1,967.405,58.839,6995.427,6730.564,2.183373282
8,14,14,845,104,36.5,2.6,858.701,57.809,6236.711,6002.603,2.452386508
8,14,15,727,99,36.8,2,643.306,54.313,4731.91,4552.993,2.787288597
8,14,16,741,93,37.2,1.5,500.358,51.767,3635.109,3491.556,3.379410171
8,14,17,622,59,36.5,2.2,256.206,43.24,1759.64,1667.059,3.272913768
8,14,18,439,31,35.7,2.9,59.037,36.645,316.52,255,3.139632934
8,14,19,26,5,35,3.6,4.849,34.207,39.899,0,3.09181029
8,14,20,0,0,33.7,3.9,0,33.7,0,0,2.936686785
8,14,21,0,0,32.4,4.3,0,32.4,0,0,2.428994637
8,14,22,0,0,31.1,4.6,0,31.1,0,0,1.975180764
8,14,23,0,0,30.5,4.1,0,30.5,0,0,1.556040388
8,15,0,0,0,30,3.6,0,30,0,0,1.318132878
8,15,1,0,0,29.4,3.1,0,29.4,0,0,1.159504944
8,15,2,0,0,28.3,3.4,0,28.3,0,0,1.045003179
8,15,3,0,0,27.2,3.8,0,27.2,0,0,0.944574558
8,15,4,0,0,26.1,4.1,0,26.1,0,0,0.913208599
8,15,5,0,1,27,3.6,0.97,25.722,8.312,0,1.032220526
8,15,6,164,41,28,3.1,43.342,27.678,317.959,256.411,1.215946516
8,15,7,492,87,28.9,2.6,231.746,33.337,1692.464,1601.487,1.123485847
8,15,8,658,125,30.7,4.1,475.249,40.066,3667.66,3523.117,1.097315806
8,15,9,746,155,32.6,5.7,704.633,45.026,5443.349,5239.3,1.475361882
8,15,10,803,174,34.4,7.2,889.415,48.38,6797.604,6540.949,1.634478079
8,15,11,829,186,35.2,6.7,1006.851,51.921,7562.06,7272.949,1.80747046
8,15,12,842,190,35.9,6.2,1053.614,54.342,7811.509,7511.376,1.982901805
8,15,13,838,187,36.7,5.7,1021.027,55.555,7518.844,7231.621,2.199517164
8,15,14,816,176,36.9,5.2,911.11,54.687,6732.994,6478.991,2.428577773
8,15,15,771,157,37,4.6,735.886,52.324,5474.534,5269.344,2.734367189
8,15,16,686,129,37.2,4.1,506.059,48.181,3757.733,3610.43,3.259606295
8,15,17,528,91,36.3,3.6,256.696,41.988,1812.693,1718.836,3.108337934
8,15,18,210,47,35.3,3.1,55.777,36.125,377.62,314.929,2.940871794
8,15,19,1,4,34.4,2.6,3.879,33.471,32.034,0,2.876976141
8,15,20,0,0,33.3,3.1,0,33.3,0,0,2.752800272
8,15,21,0,0,32.2,3.6,0,32.2,0,0,2.282420108
8,15,22,0,0,31.1,4.1,0,31.1,0,0,1.863571596
8,15,23,0,0,29.8,3.9,0,29.8,0,0,1.434443197
8,16,0,0,0,28.5,3.8,0,28.5,0,0,1.179029405
8,16,1,0,0,27.2,3.6,0,27.2,0,0,1.004703828
8,16,2,0,0,25.9,3.6,0,25.9,0,0,0.888836974
8,16,3,0,0,24.6,3.6,0,24.6,0,0,0.789657793
8,16,4,0,0,23.3,3.6,0,23.3,0,0,0.758257193
8,16,5,0,1,24.6,3.6,0.97,23.247,8.409,0,0.873751109
8,16,6,119,38,25.9,3.6,39.506,25.451,302.515,241.262,1.051486032
8,16,7,378,99,27.2,3.6,208.498,30.661,1572.18,1484.036,0.959438483
8,16,8,545,165,29.4,3.1,453.764,39.093,3535.682,3395.133,0.926878855
8,16,9,628,215,31.7,2.6,679.931,47.832,5181.698,4987.093,1.252260638
8,16,10,673,302,33.9,2.1,906.702,57.002,6616.142,6366.899,1.410936624
8,16,11,613,304,34.8,2.9,921.331,56.7,6742.014,6487.641,1.608328249
8,16,12,609,328,35.8,3.8,964.532,56.829,7054.09,6786.768,1.852911585
8,16,13,539,349,36.7,4.6,897.482,55.234,6620.901,6371.464,2.142900674
8,16,14,686,239,36.9,4.4,863.291,54.931,6372.041,6132.591,2.398827525
8,16,15,655,201,37,4.3,694.543,51.78,5185.772,4991.022,2.685593036
8,16,16,647,141,37.2,4.1,496.255,47.906,3694.059,3548.71,3.220683918
8,16,17,483,94,36.1,3.2,243.253,41.71,1726.523,1634.735,3.065856939
8,16,18,167,48,35,2.4,54.044,35.851,380.946,318.19,2.863621067
8,16,19,0,3,33.9,1.5,2.91,32.766,24.109,0,2.772535815
8,16,20,0,0,32,1.7,0,32,0,0,2.560421666
8,16,21,0,0,30.2,1.9,0,30.2,0,0,2.063643998
8,16,22,0,0,28.3,2.1,0,28.3,0,0,1.619224563
8,16,23,0,0,27.8,1.9,0,27.8,0,0,1.234924911
8,17,0,0,0,27.2,1.7,0,27.2,0,0,1.021312507
8,17,1,0,0,26.7,1.5,0,26.7,0,0,0.888991656
8,17,2,0,0,25.8,2,0,25.8,0,0,0.803029538
8,17,3,0,0,24.8,2.6,0,24.8,0,0,0.728602581
8,17,4,0,0,23.9,3.1,0,23.9,0,0,0.721536139
8,17,5,4,1,25.2,3.4,0.97,23.835,8.386,0,0.858855254
8,17,6,142,47,26.5,3.8,48.199,26.271,368.865,306.343,1.038458724
8,17,7,234,140,27.8,4.1,204.053,31.054,1597.881,1509.136,0.959859949
8,17,8,628,209,29.1,3.2,540.435,40.629,4182.685,4021.989,0.918909592
8,17,9,187,288,30.4,2.4,422.65,41.006,3349.59,3214.571,1.111959084
8,17,10,486,305,31.7,1.5,746.836,52.027,5600.525,5390.691,1.236647865
8,17,11,748,244,33.2,2,993.116,58.84,7181.303,6908.607,1.440042144
8,17,12,698,303,34.6,2.6,1029.528,59.813,7405.261,7122.97,1.688875011
8,17,13,644,295,36.1,3.1,946.087,58.314,6861.619,6602.323,2.010916296
8,17,14,296,254,36.1,3.6,531.884,48.539,4064.618,3907.705,2.246469306
8,17,15,446,216,36.1,4.1,553.515,47.671,4228.127,4065.963,2.535172645
8,17,16,233,246,36.1,4.6,367.321,43.58,2840.74,2720.241,2.980916688
8,17,17,327,130,35.4,3.9,227.355,40.012,1679.322,1588.657,2.859718091
8,17,18,220,42,34.6,3.3,51.081,35.202,340.406,278.429,2.695712377
8,17,19,19,3,33.9,2.6,2.91,32.913,24.091,0,2.673728109
8,17,20,0,0,32.6,1.7,0,32.6,0,0,2.544378895
8,17,21,0,0,31.3,0.9,0,31.3,0,0,2.086733382
8,17,22,0,0,30,0,0,30,0,0,1.669375143
8,17,23,0,0,29.1,0.7,0,29.1,0,0,1.281179338
8,18,0,0,0,28.1,1.4,0,28.1,0,0,1.063400002
8,18,1,0,0,27.2,2.1,0,27.2,0,0,0.925495815
8,18,2,0,0,26.7,2.4,0,26.7,0,0,0.850302916
8,18,3,0,0,26.1,2.8,0,26.1,0,0,0.786516192
8,18,4,0,0,25.6,3.1,0,25.6,0,0,0.789167039
8,18,5,1,0,25.8,3.4,0,25.8,0,0,0.901575919
8,18,6,47,52,25.9,3.8,48.788,25.665,404.014,340.813,1.068494534
8,18,7,103,145,26.1,4.1,169.209,28.575,1383.056,1299.265,0.955424105
8,18,8,306,215,28.5,3.8,374.941,35.806,2999.04,2874.119,0.903492493
8,18,9,433,296,30.9,3.4,613.666,44.177,4775.11,4594.716,1.181919043
8,18,10,643,324,33.3,3.1,903.626,53.808,6710.637,6457.547,1.350684668
8,18,11,695,261,34.2,3.6,959.275,55.483,7066.785,6798.929,1.541023977
8,18,12,837,169,35.2,4.1,1027.912,57.056,7508.195,7221.437,1.757806408
8,18,13,816,201,36.1,4.6,1013.684,56.973,7406.622,7124.271,2.025901659
8,18,14,833,136,36.1,5.3,884.356,53.187,6588.093,6339.985,2.233609475
8,18,15,727,156,36.1,6,700.974,48.677,5316.844,5117.39,2.568806041
8,18,16,765,102,36.1,6.7,518.771,44.686,3909.405,3757.393,3.016923402
8,18,17,578,89,35.4,6,267.569,39.969,1894.168,1798.331,2.894804435
