Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC_Out,AC_out,Electricity
1,1,0,0,0,5.6,2.1,0,5.6,0,0,0.686182302
1,1,1,0,0,5.6,2.6,0,5.6,0,0,0.589441071
1,1,2,0,0,5,2.1,0,5,0,0,0.557633285
1,1,3,0,0,6.1,2.1,0,6.1,0,0,0.549297293
1,1,4,0,0,6.1,2.1,0,6.1,0,0,0.552879665
1,1,5,0,0,6.1,2.1,0,6.1,0,0,0.606205806
1,1,6,0,0,6.1,2.1,0,6.1,0,0,0.802979647
1,1,7,1,8,6.1,0,7.967,2.247,75.25,18.231,1.099015524
1,1,8,91,47,6.7,1.5,84.566,6.945,749.576,679.48,1.057896961
1,1,9,824,29,9.4,2.1,484.496,20.799,4085.472,3927.895,0.908615169
1,1,10,901,53,12.2,0,685.182,39.024,5430.955,5227.359,0.901794963
1,1,11,938,72,13.9,1.5,818.749,37.7,6582.6,6334.714,0.885039364
1,1,12,958,79,16.1,3.6,873.346,35.887,7097.197,6828.06,0.862599596
1,1,13,708,170,16.7,3.6,762.16,34.175,6243.258,6008.892,0.835624596
1,1,14,156,261,17.2,2.1,404.074,28.556,3404.141,3267.513,0.831357484
1,1,15,12,179,17.2,1.5,195.241,22.55,1696.147,1605.082,0.891545797
1,1,16,24,70,16.7,2.1,84.835,17.765,744.79,674.793,1.119593974
1,1,17,7,7,14.4,0,8.194,11.914,70.817,13.878,1.538110341
1,1,18,0,0,12.2,1.5,0,12.2,0,0,1.811789961
1,1,19,0,0,11.1,1.5,0,11.1,0,0,1.762819138
1,1,20,0,0,10.6,0,0,10.6,0,0,1.634984377
1,1,21,0,0,8.9,0,0,8.9,0,0,1.493870675
1,1,22,0,0,8.3,2.6,0,8.3,0,0,1.215757519
1,1,23,0,0,6.7,2.6,0,6.7,0,0,0.947037558
1,2,0,0,0,6.1,2.1,0,6.1,0,0,0.679188229
1,2,1,0,0,5.6,2.1,0,5.6,0,0,0.585431515
1,2,2,0,0,5,3.1,0,5,0,0,0.556043402
1,2,3,0,0,5.6,2.6,0,5.6,0,0,0.550579139
1,2,4,0,0,5,2.1,0,5,0,0,0.555451902
1,2,5,0,0,3.9,0,0,3.9,0,0,0.611366821
1,2,6,0,0,4.4,0,0,4.4,0,0,0.833986102
1,2,7,53,8,4.4,0,18.768,1.011,147.808,89.456,1.127318605
1,2,8,551,36,7.8,0,246.1,15.467,1980.772,1882.805,1.033947045
1,2,9,659,54,10.6,0,429.655,27.319,3527.588,3387.282,0.865642783
1,2,10,618,120,12.2,0,576.728,35.186,4671.176,4494.325,0.856822515
1,2,11,873,97,14.4,2.6,803.646,34.141,6578.204,6330.496,0.835005258
1,2,12,689,188,15.6,0,788.013,47.198,6050.187,5823.338,0.814789051
1,2,13,388,274,16.1,0,619.915,42.469,4878.668,4694.708,0.792036528
1,2,14,596,202,17.2,1.5,653.626,36.191,5278.898,5080.812,0.79223188
1,2,15,186,160,16.7,2.6,283.115,23.964,2412.072,2303.119,0.854486795
1,2,16,21,89,15.6,4.1,103.767,16.958,917.749,844.152,1.083676026
1,2,17,3,6,13.9,0,6.381,11.566,56.633,0,1.502758382
1,2,18,0,0,12.2,3.1,0,12.2,0,0,1.777479618
1,2,19,0,0,10.6,0,0,10.6,0,0,1.728574357
1,2,20,0,0,10,0,0,10,0,0,1.600128979
1,2,21,0,0,9.4,0,0,9.4,0,0,1.458263789
1,2,22,0,0,8.9,0,0,8.9,0,0,1.184555475
1,2,23,0,0,8.3,1.5,0,8.3,0,0,0.925438261
1,3,0,0,0,7.8,2.1,0,7.8,0,0,0.672112873
1,3,1,0,0,6.7,1.5,0,6.7,0,0,0.578866523
1,3,2,0,0,6.7,2.6,0,6.7,0,0,0.546316095
1,3,3,0,0,6.1,0,0,6.1,0,0,0.543345841
1,3,4,0,0,5.6,0,0,5.6,0,0,0.548195314
1,3,5,0,0,5,1.5,0,5,0,0,0.603932008
1,3,6,0,0,5,2.1,0,5,0,0,0.796278961
1,3,7,55,4,5,0,15.256,1.425,112.785,55.078,1.11513863
1,3,8,543,41,6.1,2.6,250.42,10.681,2065.836,1965.752,1.032660898
1,3,9,745,46,8.9,4.1,462.499,17.972,3958.352,3804.803,0.868059071
1,3,10,786,92,11.1,3.1,656.784,26.22,5547.882,5339.996,0.858361349
1,3,11,759,128,12.8,2.1,754.588,32.892,6217.195,5983.852,0.839556545
1,3,12,769,133,15,0,794.377,46.57,6117.222,5887.778,0.814789051
1,3,13,489,193,15.6,0,616.013,41.922,4857.788,4674.55,0.792036528
1,3,14,20,217,15.6,0,236.249,28.264,1998.965,1900.548,0.79223188
1,3,15,0,113,15.6,1.5,112.02,17.804,995.956,920.697,0.854486795
1,3,16,0,38,15,2.1,36.052,14.414,325.47,263.779,1.083676026
1,3,17,0,3,14.4,2.1,2.835,12.623,25.796,0,1.502758382
1,3,18,0,0,13.3,0,0,13.3,0,0,1.777479618
1,3,19,0,0,13.3,3.1,0,13.3,0,0,1.728574357
1,3,20,0,0,12.2,1.5,0,12.2,0,0,1.600128979
1,3,21,0,0,11.1,0,0,11.1,0,0,1.458263789
1,3,22,0,0,11.1,0,0,11.1,0,0,1.182385607
1,3,23,0,0,10,2.1,0,10,0,0,0.921361909
1,4,0,0,0,10,1.5,0,10,0,0,0.664215967
1,4,1,0,0,10,0,0,10,0,0,0.564545168
1,4,2,0,0,10,0,0,10,0,0,0.529300967
1,4,3,0,0,10.6,3.1,0,10.6,0,0,0.521627236
1,4,4,0,0,10.6,3.1,0,10.6,0,0,0.52215055
1,4,5,0,0,10,4.1,0,10,0,0,0.573951266
1,4,6,0,0,10,3.1,0,10,0,0,0.763835649
1,4,7,0,8,9.4,0,7.759,5.559,72.822,15.847,1.049710036
1,4,8,0,59,10,0,59.725,8.558,553.326,487.196,0.998895218
1,4,9,16,133,10,0,143.521,13.721,1296.412,1214.575,0.862563638
1,4,10,1,118,13.3,3.6,115.307,14.662,1039.726,963.528,0.868476269
1,4,11,60,305,15,1.5,381.986,24.586,3288.895,3155.655,0.857060309
1,4,12,409,233,17.2,1.5,600.462,33.884,4936.102,4750.148,0.818792795
1,4,13,411,245,18.3,1.5,604.842,35.861,4920.228,4734.826,0.792036528
1,4,14,69,218,18.9,0,282.305,32.916,2332.14,2225.272,0.79223188
1,4,15,47,173,19.4,0,215.737,28.469,1816.713,1722.759,0.854486795
1,4,16,10,85,18.9,0,93.823,22.538,812.377,740.985,1.083676026
1,4,17,0,5,17.8,0,4.727,15.457,42.478,0,1.502758382
1,4,18,0,0,16.1,2.1,0,16.1,0,0,1.777479618
1,4,19,0,0,15,0,0,15,0,0,1.728574357
1,4,20,0,0,14.4,1.5,0,14.4,0,0,1.600128979
1,4,21,0,0,13.9,0,0,13.9,0,0,1.458263789
1,4,22,0,0,12.8,0,0,12.8,0,0,1.181616863
1,4,23,0,0,12.8,2.1,0,12.8,0,0,0.906894751
1,5,0,0,0,12.2,1.5,0,12.2,0,0,0.643589381
1,5,1,0,0,11.7,2.6,0,11.7,0,0,0.54709512
1,5,2,0,0,11.1,1.5,0,11.1,0,0,0.514765612
1,5,3,0,0,11.1,1.5,0,11.1,0,0,0.509275588
1,5,4,0,0,11.1,4.1,0,11.1,0,0,0.5118796
1,5,5,0,0,11.1,3.1,0,11.1,0,0,0.564375318
1,5,6,0,0,11.7,4.6,0,11.7,0,0,0.771905397
1,5,7,0,3,10.6,2.1,2.91,8.629,26.947,0,1.064868208
1,5,8,0,18,11.1,2.6,17.043,9.642,157.146,98.621,0.99618789
1,5,9,0,32,11.1,3.1,30.333,10.099,279.137,218.327,0.863430314
1,5,10,0,71,11.7,2.6,67.451,11.644,616.491,549.099,0.87593223
1,5,11,0,76,12.8,2.6,72.234,12.998,656.254,588.061,0.87479879
1,5,12,0,189,13.9,0,187.213,19.737,1649.861,1559.893,0.849390294
1,5,13,0,200,14.4,3.1,199.685,18.004,1773.762,1680.843,0.820319824
1,5,14,0,143,13.9,3.6,140.608,15.985,1260.462,1179.429,0.817738166
1,5,15,0,79,13.9,1.5,75.834,14.583,684.098,615.341,0.87781618
1,5,16,0,23,13.9,1.5,21.787,12.663,198.229,138.94,1.102050086
1,5,17,0,5,13.9,1.5,4.727,11.909,43.155,0,1.526892
1,5,18,0,0,13.3,1.5,0,13.3,0,0,1.783255124
1,5,19,0,0,12.8,2.1,0,12.8,0,0,1.731688721
1,5,20,0,0,13.3,2.1,0,13.3,0,0,1.60386069
1,5,21,0,0,13.3,3.1,0,13.3,0,0,1.465471952
1,5,22,0,0,12.2,1.5,0,12.2,0,0,1.200013676
1,5,23,0,0,11.1,3.1,0,11.1,0,0,0.937093139
1,6,0,0,0,10.6,0,0,10.6,0,0,0.676961795
1,6,1,0,0,10.6,0,0,10.6,0,0,0.575171693
1,6,2,0,0,10,0,0,10,0,0,0.5363581
1,6,3,0,0,9.4,0,0,9.4,0,0,0.529139783
1,6,4,0,0,9.4,0,0,9.4,0,0,0.529315902
1,6,5,0,0,8.9,0,0,8.9,0,0,0.581571851
1,6,6,0,0,8.3,0,0,8.3,0,0,0.798197188
1,6,7,7,8,8.3,2.1,9.189,6.457,81.798,24.658,1.090012066
1,6,8,31,64,8.3,3.1,80.052,8.46,728.449,658.787,1.017965552
1,6,9,1,128,8.9,2.1,129.672,10.69,1189.97,1110.499,0.876467722
1,6,10,356,242,11.1,2.1,524.3,23.67,4506.034,4334.735,0.869677205
1,6,11,683,169,13.3,2.6,741.025,31.439,6151.793,5921.004,0.846444702
1,6,12,693,181,14.4,3.1,787.047,33.101,6490.5,6246.323,0.814789051
1,6,13,670,193,15.6,2.1,760.43,36.116,6172.874,5941.263,0.792036528
1,6,14,587,195,16.7,1.5,644.164,35.955,5210.882,5015.235,0.79223188
1,6,15,561,155,16.1,1.5,499.965,31.017,4081.377,3923.931,0.854486795
1,6,16,255,82,15.6,0,195.535,25.842,1580.076,1491.747,1.083676026
1,6,17,44,5,14.4,0,18.402,14.677,141.305,83.073,1.502758382
1,6,18,0,0,12.8,1.5,0,12.8,0,0,1.777479618
1,6,19,0,0,11.7,0,0,11.7,0,0,1.728574357
1,6,20,0,0,11.1,0,0,11.1,0,0,1.600128979
1,6,21,0,0,10.6,2.1,0,10.6,0,0,1.458263789
1,6,22,0,0,10,2.6,0,10,0,0,1.181616863
1,6,23,0,0,8.9,2.1,0,8.9,0,0,0.918380867
1,7,0,0,0,8.3,0,0,8.3,0,0,0.670999567
1,7,1,0,0,8.3,2.6,0,8.3,0,0,0.573145097
1,7,2,0,0,7.8,0,0,7.8,0,0,0.540331577
1,7,3,0,0,7.8,1.5,0,7.8,0,0,0.534304887
1,7,4,0,0,7.2,2.1,0,7.2,0,0,0.540312104
1,7,5,0,0,6.7,2.1,0,6.7,0,0,0.596481095
1,7,6,0,0,6.7,2.1,0,6.7,0,0,0.794727749
1,7,7,1,7,6.7,2.1,6.992,4.818,65.246,8.409,1.120647359
1,7,8,55,65,7.8,2.6,89.671,8.196,808.033,736.732,1.057207684
1,7,9,515,87,9.4,3.1,390.436,17.318,3373.931,3238.196,0.911052338
1,7,10,529,147,11.1,2.6,542.055,24.085,4635.619,4459.971,0.913552323
1,7,11,638,187,13.3,2.1,723.771,32.246,5986.421,5762.027,0.894675239
1,7,12,464,257,14.4,0,674.289,42.179,5317.805,5118.316,0.862599596
1,7,13,457,264,16.1,1.5,664.837,35.631,5414.975,5211.961,0.835624596
1,7,14,452,188,17.2,2.6,542.937,30.848,4506.897,4335.569,0.831357484
1,7,15,386,149,17.2,2.1,390.313,27.512,3250.132,3118.021,0.891545797
1,7,16,27,77,16.1,2.1,93.544,18.053,820.411,748.852,1.119593974
1,7,17,0,9,14.4,2.1,8.518,12.98,77.396,20.337,1.538110341
1,7,18,0,0,13.3,1.5,0,13.3,0,0,1.811789961
1,7,19,0,0,12.2,1.5,0,12.2,0,0,1.762819138
1,7,20,0,0,11.7,1.5,0,11.7,0,0,1.634984377
1,7,21,0,0,10.6,1.5,0,10.6,0,0,1.493870675
1,7,22,0,0,9.4,1.5,0,9.4,0,0,1.209910097
1,7,23,0,0,8.9,2.1,0,8.9,0,0,0.934460017
1,8,0,0,0,7.8,1.5,0,7.8,0,0,0.673323238
1,8,1,0,0,7.2,1.5,0,7.2,0,0,0.576722726
1,8,2,0,0,6.7,3.1,0,6.7,0,0,0.545474734
1,8,3,0,0,6.1,2.6,0,6.1,0,0,0.542122408
1,8,4,0,0,6.1,3.1,0,6.1,0,0,0.547260981
1,8,5,0,0,6.1,3.1,0,6.1,0,0,0.602406213
1,8,6,0,0,5.6,3.1,0,5.6,0,0,0.801736666
1,8,7,23,6,5.6,3.6,10.479,4.09,85.31,28.106,1.129910218
1,8,8,291,60,6.7,3.1,180.225,9.313,1537.366,1450.033,1.061435941
1,8,9,424,121,8.3,3.1,376.447,16.125,3285.465,3152.324,0.916246067
1,8,10,562,151,11.1,0,569.286,33.523,4653.032,4476.795,0.913146778
1,8,11,665,174,13.3,2.1,733.149,32.567,6053.961,5826.967,0.893636939
1,8,12,679,165,14.4,2.1,760.563,34.808,6220.028,5986.574,0.862599596
1,8,13,632,170,15,2.1,709.867,34.195,5817.81,5599.84,0.835624596
1,8,14,570,173,15.6,1.5,610.343,33.8,4990.147,4802.308,0.831357484
1,8,15,382,147,16.1,2.1,386.39,26.536,3233.155,3101.537,0.891545797
1,8,16,188,82,15.6,2.1,170.7,19.613,1434.269,1349.311,1.119593974
1,8,17,9,6,13.9,2.1,8.096,12.727,68.572,11.674,1.538110341
1,8,18,0,0,13.3,2.6,0,13.3,0,0,1.811789961
1,8,19,0,0,12.2,2.1,0,12.2,0,0,1.762819138
1,8,20,0,0,11.1,0,0,11.1,0,0,1.634984377
1,8,21,0,0,10.6,0,0,10.6,0,0,1.493870675
1,8,22,0,0,9.4,0,0,9.4,0,0,1.209910097
1,8,23,0,0,8.9,1.5,0,8.9,0,0,0.934346982
1,9,0,0,0,8.9,2.1,0,8.9,0,0,0.664299098
1,9,1,0,0,7.8,2.1,0,7.8,0,0,0.570971473
1,9,2,0,0,7.8,2.1,0,7.8,0,0,0.538301104
1,9,3,0,0,6.7,0,0,6.7,0,0,0.536443873
1,9,4,0,0,6.1,2.6,0,6.1,0,0,0.542759769
1,9,5,0,0,5.6,3.1,0,5.6,0,0,0.597891713
1,9,6,0,0,5.6,2.6,0,5.6,0,0,0.790772756
1,9,7,33,6,5.6,2.6,12.479,3.948,98.296,40.855,1.108778393
1,9,8,373,53,6.7,3.6,201.212,9.691,1692.376,1601.401,1.029054655
1,9,9,576,72,8.9,3.1,406.134,17.486,3498.561,3359.124,0.867882002
1,9,10,745,98,10.6,2.6,639.324,26.027,5407.626,5204.88,0.860815589
1,9,11,772,128,12.8,1.5,767.658,35.124,6257.141,6022.23,0.839714382
1,9,12,775,136,14.4,2.1,807.931,36.094,6564.335,6317.187,0.814789051
1,9,13,782,131,16.1,0,787.325,47.66,6023.48,5797.662,0.792036528
1,9,14,735,127,16.7,2.1,680.453,35.176,5519.377,5312.541,0.79223188
1,9,15,634,100,16.7,2.1,487.127,29.948,3985.652,3831.243,0.854486795
1,9,16,284,78,16.7,1.5,207.709,22.744,1700.45,1609.283,1.083676026
1,9,17,60,3,15,0,18.766,15.374,135.292,77.171,1.502758382
1,9,18,0,0,13.3,0,0,13.3,0,0,1.777479618
1,9,19,0,0,12.2,2.1,0,12.2,0,0,1.728574357
1,9,20,0,0,11.1,0,0,11.1,0,0,1.600128979
1,9,21,0,0,9.4,1.5,0,9.4,0,0,1.458263789
1,9,22,0,0,9.4,1.5,0,9.4,0,0,1.181616863
1,9,23,0,0,9.4,2.1,0,9.4,0,0,0.911682381
1,10,0,0,0,8.9,2.1,0,8.9,0,0,0.6567985
1,10,1,0,0,7.8,1.5,0,7.8,0,0,0.564535068
1,10,2,0,0,7.2,1.5,0,7.2,0,0,0.535051995
1,10,3,0,0,6.7,1.5,0,6.7,0,0,0.533167788
1,10,4,0,0,6.1,2.1,0,6.1,0,0,0.539681998
1,10,5,0,0,6.1,3.1,0,6.1,0,0,0.594019184
1,10,6,0,0,5.6,3.1,0,5.6,0,0,0.788091569
1,10,7,44,5,5.6,4.6,13.693,4.378,103.02,45.492,1.106808978
1,10,8,434,55,6.7,3.1,224.104,10.396,1870.768,1775.502,1.025864549
1,10,9,656,65,9.4,3.1,440.848,18.869,3767.52,3619.916,0.862220549
1,10,10,708,114,12.2,2.6,632.435,27.515,5314.417,5115.051,0.850938421
1,10,11,683,165,15,1.5,739.102,36.427,5988.261,5763.797,0.831846546
1,10,12,801,144,16.7,1.5,839.275,41.079,6650.872,6400.219,0.814789051
1,10,13,824,126,18.9,1.5,816.333,42.9,6401.793,6161.16,0.792036528
1,10,14,805,124,18.9,1.5,728.291,40.504,5751.609,5536.135,0.79223188
1,10,15,487,128,20,1.5,433.377,33.295,3502.396,3362.844,0.854486795
1,10,16,124,101,19.4,2.6,166.084,23.138,1395.508,1311.435,1.083676026
1,10,17,43,10,17.8,2.1,21.719,17.071,170.009,111.246,1.502758382
1,10,18,0,0,15.6,1.5,0,15.6,0,0,1.777479618
1,10,19,0,0,13.3,2.1,0,13.3,0,0,1.728574357
1,10,20,0,0,12.8,1.5,0,12.8,0,0,1.600128979
1,10,21,0,0,11.7,1.5,0,11.7,0,0,1.458263789
1,10,22,0,0,11.1,0,0,11.1,0,0,1.181616863
1,10,23,0,0,10.6,0,0,10.6,0,0,0.906894751
1,11,0,0,0,9.4,0,0,9.4,0,0,0.640075825
1,11,1,0,0,9.4,0,0,9.4,0,0,0.544225942
1,11,2,0,0,9.4,2.1,0,9.4,0,0,0.513860593
1,11,3,0,0,8.9,3.1,0,8.9,0,0,0.513083539
1,11,4,0,0,8.9,3.1,0,8.9,0,0,0.518637471
1,11,5,0,0,9.4,4.1,0,9.4,0,0,0.572292017
1,11,6,0,0,10,4.1,0,10,0,0,0.783262721
1,11,7,0,4,10,3.6,3.879,8.43,35.961,0,1.051999707
1,11,8,0,53,10.6,3.6,52.541,10.134,483.421,418.672,0.997527794
1,11,9,0,97,11.7,3.6,94.881,12.353,864.484,792.006,0.858687898
1,11,10,2,195,12.2,3.6,198.584,15.358,1785.033,1691.843,0.867470202
1,11,11,47,308,13.9,3.6,373.993,21.31,3270.174,3137.479,0.857148946
1,11,12,99,326,15.6,2.1,437.717,26.627,3732.778,3586.243,0.826620406
1,11,13,108,287,16.1,3.6,396.399,24.552,3412.26,3275.391,0.794948446
1,11,14,2,216,17.2,3.1,221.074,21.87,1929.064,1832.372,0.79223188
1,11,15,22,179,16.7,1.5,198.065,21.387,1728.538,1636.702,0.854486795
1,11,16,22,94,16.7,0,107.333,20.631,933.95,860.01,1.083676026
1,11,17,20,12,15.6,0,17.211,13.974,144.494,86.203,1.502758382
1,11,18,0,0,13.9,1,0,13.9,0,0,1.777479618
1,11,19,0,0,12.8,2.1,0,12.8,0,0,1.728574357
1,11,20,0,0,11.7,2.1,0,11.7,0,0,1.600128979
1,11,21,0,0,11.1,2.6,0,11.1,0,0,1.458263789
1,11,22,0,0,10,0,0,10,0,0,1.19040947
1,11,23,0,0,8.9,2.1,0,8.9,0,0,0.931152557
1,12,0,0,0,7.8,1.5,0,7.8,0,0,0.676373223
1,12,1,0,0,7.2,2.1,0,7.2,0,0,0.580477126
1,12,2,0,0,7.2,2.1,0,7.2,0,0,0.546813875
1,12,3,0,0,6.1,1.5,0,6.1,0,0,0.54411953
1,12,4,0,0,6.1,3.1,0,6.1,0,0,0.548131918
1,12,5,0,0,5,0,0,5,0,0,0.603267865
1,12,6,0,0,5.6,2.1,0,5.6,0,0,0.823741985
1,12,7,63,3,5.6,1.5,15.471,3.733,108.76,51.127,1.116061447
1,12,8,523,36,8.3,1.5,232.401,13.095,1885.205,1789.586,1.026779299
1,12,9,758,33,11.1,2.6,451.727,21.399,3798.835,3650.264,0.85950024
1,12,10,861,62,13.9,2.1,670.722,31.204,5528.64,5321.462,0.842580817
1,12,11,867,90,16.7,1.5,797.241,39.732,6348.91,6110.377,0.829635002
1,12,12,906,91,18.9,2.6,863.266,40.456,6861.201,6601.922,0.814789051
1,12,13,927,90,20,3.6,856.473,39.402,6836.131,6577.888,0.792036528
1,12,14,887,93,20.6,2.6,751.921,39.643,5962.196,5738.732,0.79223188
1,12,15,811,73,21.1,2.1,560.531,36.334,4436.697,4267.703,0.854486795
1,12,16,445,69,20.6,2.1,262.059,27.613,2069.353,1969.181,1.083676026
1,12,17,110,2,18.9,2.1,27.693,18.684,185.048,126.005,1.502758382
1,12,18,0,0,16.7,2.6,0,16.7,0,0,1.777479618
1,12,19,0,0,13.9,2.1,0,13.9,0,0,1.728574357
1,12,20,0,0,12.8,1.5,0,12.8,0,0,1.600128979
1,12,21,0,0,12.2,1.5,0,12.2,0,0,1.458263789
1,12,22,0,0,10.6,2.1,0,10.6,0,0,1.181616863
1,12,23,0,0,9.4,0,0,9.4,0,0,0.906894751
1,13,0,0,0,8.9,0,0,8.9,0,0,0.637785146
1,13,1,0,0,8.3,0,0,8.3,0,0,0.542917763
1,13,2,0,0,7.8,0,0,7.8,0,0,0.515822719
1,13,3,0,0,6.7,0,0,6.7,0,0,0.518376749
1,13,4,0,0,6.1,0,0,6.1,0,0,0.527816459
1,13,5,0,0,5.6,0,0,5.6,0,0,0.586352071
1,13,6,0,0,6.1,1.5,0,6.1,0,0,0.779965602
1,13,7,113,9,9.4,0,31.17,7.098,224.135,164.362,1.060611309
1,13,8,618,28,9.4,0,253.714,17.549,1997.262,1898.887,1.002742969
1,13,9,821,42,11.7,0,497.139,30.797,4001.828,3846.908,0.842810934
1,13,10,910,54,14.4,0,695.266,41.486,5444.64,5240.544,0.829116994
1,13,11,954,61,17.2,2.6,826.322,37.691,6646.632,6396.151,0.829635002
1,13,12,941,80,18.3,3.1,874.386,39.044,6999.132,6734.114,0.814789051
1,13,13,888,115,20,2.1,855.466,42.928,6708.525,6455.522,0.792036528
1,13,14,790,134,20,2.6,733.774,38.632,5853.915,5634.578,0.79223188
1,13,15,429,139,20,2.6,415.436,30.707,3408.67,3271.909,0.854486795
1,13,16,263,84,18.9,4.6,203.564,22.482,1677.278,1586.661,1.083676026
1,13,17,109,22,16.7,2.6,55.259,16.936,433.167,369.4,1.502758382
1,13,18,0,0,15,3.1,0,15,0,0,1.777479618
1,13,19,0,0,13.3,2.1,0,13.3,0,0,1.728574357
1,13,20,0,0,12.2,1.5,0,12.2,0,0,1.600128979
1,13,21,0,0,11.1,2.6,0,11.1,0,0,1.458263789
1,13,22,0,0,10.6,2.1,0,10.6,0,0,1.181616863
1,13,23,0,0,8.9,2.1,0,8.9,0,0,0.906894751
1,14,0,0,0,8.3,1.5,0,8.3,0,0,0.648139371
1,14,1,0,0,7.8,0,0,7.8,0,0,0.551840584
1,14,2,0,0,7.2,0,0,7.2,0,0,0.522375015
1,14,3,0,0,6.1,0,0,6.1,0,0,0.523314917
1,14,4,0,0,6.7,2.1,0,6.7,0,0,0.530473564
1,14,5,0,0,5,0,0,5,0,0,0.592255482
1,14,6,0,0,5.6,0,0,5.6,0,0,0.821444237
1,14,7,76,11,5.6,2.1,25.702,4.362,197.219,137.949,1.126735542
1,14,8,532,35,7.8,1.5,234.101,12.69,1899.931,1803.953,1.051447542
1,14,9,767,53,11.7,0,485.071,30.221,3922.301,3769.885,0.893563629
1,14,10,863,68,15.6,2.6,680.477,32.115,5585.875,5376.584,0.879263927
1,14,11,914,77,17.8,2.1,815.208,39.276,6506.689,6261.862,0.882123803
1,14,12,933,80,18.9,2.1,869.305,42.047,6853.807,6594.833,0.862599596
1,14,13,927,78,20.6,2.6,840.101,41.736,6627.143,6377.453,0.835624596
1,14,14,888,70,21.7,1.5,725.002,43.173,5646.059,5434.534,0.831357484
1,14,15,805,57,21.7,2.6,542.517,35.421,4313.541,4148.597,0.891545797
1,14,16,620,40,21.7,2.1,300.762,29.663,2317.221,2210.739,1.119593974
1,14,17,153,17,18.3,2.1,60.629,19.095,452.447,388.304,1.538110341
1,14,18,0,0,16.7,1.5,0,16.7,0,0,1.811789961
1,14,19,0,0,15,2.1,0,15,0,0,1.762819138
1,14,20,0,0,13.9,2.1,0,13.9,0,0,1.634984377
1,14,21,0,0,12.8,2.1,0,12.8,0,0,1.493870675
1,14,22,0,0,11.7,0,0,11.7,0,0,1.209910097
1,14,23,0,0,10.6,1.5,0,10.6,0,0,0.922429609
1,15,0,0,0,10.6,2.1,0,10.6,0,0,0.642568155
1,15,1,0,0,10,2.1,0,10,0,0,0.53302334
1,15,2,0,0,9.4,1.5,0,9.4,0,0,0.500733762
1,15,3,0,0,8.3,3.1,0,8.3,0,0,0.502260175
1,15,4,0,0,10,3.1,0,10,0,0,0.506761026
1,15,5,0,0,10,3.1,0,10,0,0,0.563078157
1,15,6,0,0,9.4,2.1,0,9.4,0,0,0.76340706
1,15,7,1,7,10,3.1,6.986,8.525,64.146,7.329,1.082618536
1,15,8,2,70,9.4,2.1,73.044,9.364,673.464,604.922,1.028640194
1,15,9,13,171,11.7,4.1,184.957,14.346,1667.603,1577.215,0.897216786
1,15,10,35,255,12.8,3.1,289.249,18.537,2560.073,2447.205,0.907254363
1,15,11,22,295,14.4,3.1,322.077,21.188,2818.622,2698.734,0.902694139
1,15,12,2,281,16.1,2.6,288.379,22.557,2508.477,2396.982,0.872111805
1,15,13,0,228,16.7,3.1,228.929,21.279,2003.222,1904.699,0.839121959
1,15,14,0,203,16.7,0,204.375,24.828,1759.045,1666.479,0.831357484
1,15,15,0,152,17.2,2.1,153.403,20.156,1349.303,1266.276,0.891545797
1,15,16,13,73,16.7,2.1,77.941,17.436,689.438,620.572,1.119593974
1,15,17,0,5,16.1,1.5,4.727,14.415,42.671,0,1.538110341
1,15,18,0,0,15,1.5,0,15,0,0,1.811789961
1,15,19,0,0,14.4,2.1,0,14.4,0,0,1.762819138
1,15,20,0,0,13.3,2.1,0,13.3,0,0,1.634984377
1,15,21,0,0,12.8,1.5,0,12.8,0,0,1.493870675
1,15,22,0,0,12.8,3.1,0,12.8,0,0,1.209910097
1,15,23,0,0,13.3,4.6,0,13.3,0,0,0.93021471
1,16,0,0,0,11.7,3.1,0,11.7,0,0,0.658359651
1,16,1,0,0,11.7,2.1,0,11.7,0,0,0.56016355
1,16,2,0,0,11.1,1.5,0,11.1,0,0,0.525695267
1,16,3,0,0,10.6,1.5,0,10.6,0,0,0.519598982
1,16,4,0,0,10.6,4.1,0,10.6,0,0,0.520673995
1,16,5,0,0,10.6,3.1,0,10.6,0,0,0.569675244
1,16,6,0,0,10,3.6,0,10,0,0,0.781227294
1,16,7,0,4,10.6,2.6,3.879,8.796,35.904,0,1.067898891
1,16,8,3,65,10.6,3.1,67.227,10.461,616.347,548.958,0.998205487
1,16,9,162,127,12.2,2.6,227.01,16.357,1998.611,1900.203,0.849940477
1,16,10,156,206,12.8,2.1,335.195,20.675,2927.979,2805.054,0.853538362
1,16,11,404,262,14.4,2.1,619.682,30.027,5188.134,4993.299,0.838674128
1,16,12,708,203,16.1,2.1,832.431,37.894,6707.727,6454.757,0.814789051
1,16,13,700,139,16.1,2.1,740.833,36.242,6012.606,5787.206,0.792036528
1,16,14,654,138,17.2,1.5,645.395,36.398,5211.507,5015.838,0.79223188
1,16,15,635,113,17.8,3.1,512.138,29.897,4205.39,4043.961,0.854486795
1,16,16,210,118,16.7,2.6,221.625,22.033,1859.129,1764.146,1.083676026
1,16,17,87,12,15,1.5,37.518,14.898,289.691,228.682,1.502758382
1,16,18,0,0,14.4,1.5,0,14.4,0,0,1.777479618
1,16,19,0,0,13.3,2.6,0,13.3,0,0,1.728574357
